time,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_cmd_8,tau_cmd_9,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
2.96,-0.941,-1.1996,1.9134,-3.0718,0.7705,3.7525,-0.3508,0.0399,0.04,0.035233,0.11636,-0.18026,-1.0609e-05,-0.040277,-1.1582e-06,-0.021326,0.00032988,4.5668e-05,0.012843,-0.0027187,0.04169,3.1141e-06,0.05463,-9.1677e-07,-0.079538,1.0699e-05,-4.6115e-06,-0.14264,14.586,-14.01,-87.0,2.3625,12.0,0.13325,0.14216,-0.0045714,-0.14264,14.586,-14.01,-140.95,2.3625,62.73,0.13325,0.14216,-0.0045714,-1.8822,-0.885,3.4585,-4.0473,1.596,2.9992,-2.1824,0.7472
2.98,-0.9409,-1.1996,1.9134,-3.0718,0.7705,3.7525,-0.3508,0.0399,0.04,0.035347,0.11622,-0.17971,-1.0623e-05,-0.039883,-1.15e-06,-0.022104,0.0003298,4.5514e-05,0.0041459,-0.0051878,0.034274,-1.8298e-06,0.047174,2.2614e-06,-0.06184,9.8284e-06,-4.5668e-06,-0.15049,14.585,-14.013,-87.0,2.3633,12.0,0.13332,0.14219,-0.004556,-0.15049,14.585,-14.013,-140.95,2.3633,62.727,0.13332,0.14219,-0.004556,-1.8822,-0.885,3.4585,-4.0473,1.596,2.9991,-2.1824,0.7472
3.0,-0.9409,-1.1996,1.9134,-3.0718,0.7704,3.7525,-0.3507,0.0399,0.04,0.035318,0.11607,-0.17925,-1.0647e-05,-0.039443,-1.1606e-06,-0.022824,0.00032984,4.5353e-05,-0.0026818,-0.0066906,0.02708,-4.3019e-06,0.039538,5.9081e-07,-0.045515,9.4093e-06,-5.6811e-06,-0.15685,14.584,-14.016,-87.0,2.364,12.0,0.13339,0.14223,-0.004541,-0.15685,14.584,-14.016,-140.95,2.364,62.726,0.13339,0.14223,-0.004541,-1.8823,-0.885,3.4584,-4.0472,1.596,2.9991,-2.1824,0.7472
3.02,-0.9409,-1.1996,1.9134,-3.0718,0.7704,3.7525,-0.3507,0.0399,0.04,0.035181,0.11591,-0.17889,-1.0622e-05,-0.039006,-1.1717e-06,-0.023462,0.00032985,4.5209e-05,-0.0077337,-0.0075176,0.020054,7.4306e-07,0.031703,-1.2456e-06,-0.030906,1.103e-06,-6.1904e-06,-0.16181,14.584,-14.019,-87.0,2.3646,12.0,0.13345,0.14225,-0.0045271,-0.16181,14.584,-14.019,-140.95,2.3646,62.726,0.13345,0.14225,-0.0045271,-1.8823,-0.885,3.4584,-4.0472,1.5959,2.9991,-2.1824,0.7472
3.04,-0.9408,-1.1996,1.9134,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.03497,0.11575,-0.17861,-1.0641e-05,-0.038586,-1.1695e-06,-0.024005,0.0003299,4.5097e-05,-0.011175,-0.0076741,0.013752,-1.0158e-06,0.023837,4.0745e-08,-0.018439,-4.0454e-07,-6.7881e-06,-0.16538,14.585,-14.022,-87.0,2.365,12.0,0.1335,0.14227,-0.0045165,-0.16538,14.585,-14.022,-140.95,2.365,62.726,0.1335,0.14227,-0.0045165,-1.8823,-0.885,3.4584,-4.0472,1.5959,2.9992,-2.1824,0.7471
3.06,-0.9408,-1.1996,1.9134,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.034712,0.11561,-0.17842,-1.0636e-05,-0.038199,-1.1548e-06,-0.024448,0.00032994,4.5005e-05,-0.013233,-0.0073545,0.0083014,-2.4374e-08,0.016978,-3.1723e-07,-0.008424,-2.0984e-06,-6.6979e-06,-0.16777,14.585,-14.023,-87.0,2.3653,12.0,0.13353,0.14229,-0.0045072,-0.16777,14.585,-14.023,-140.95,2.3653,62.727,0.13353,0.14229,-0.0045072,-1.8823,-0.885,3.4584,-4.0472,1.596,2.9992,-2.1825,0.7471
3.08,-0.9408,-1.1996,1.9134,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.034434,0.11549,-0.1783,-1.0633e-05,-0.037861,-1.1497e-06,-0.024795,0.00032995,4.4926e-05,-0.014068,-0.0067607,0.0035957,1.8833e-06,0.010673,1.947e-06,-0.00053197,-5.0932e-07,-5.7433e-06,-0.1691,14.586,-14.025,-87.0,2.3656,12.0,0.13356,0.1423,-0.0044983,-0.1691,14.586,-14.025,-140.95,2.3656,62.728,0.13356,0.1423,-0.0044983,-1.8823,-0.885,3.4584,-4.0472,1.596,2.9992,-2.1825,0.7471
3.1,-0.9407,-1.1996,1.9134,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.034153,0.11538,-0.17825,-1.0648e-05,-0.037573,-1.1593e-06,-0.025054,0.00032999,4.4861e-05,-0.014026,-0.005798,7.1526e-05,-1.5838e-06,0.0058912,1.3853e-06,0.0052612,-1.298e-06,-5.7596e-06,-0.16957,14.587,-14.026,-87.0,2.3657,12.0,0.13357,0.14231,-0.0044918,-0.16957,14.587,-14.026,-140.95,2.3657,62.729,0.13357,0.14231,-0.0044918,-1.8823,-0.8849,3.4584,-4.0472,1.596,2.9992,-2.1825,0.7471
3.12,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.033884,0.1153,-0.17824,-1.0629e-05,-0.037341,-1.1696e-06,-0.025232,0.00033006,4.4825e-05,-0.013272,-0.004755,-0.0027046,7.3305e-08,0.0015244,-1.6531e-06,0.0094246,-4.191e-07,-5.195e-06,-0.16937,14.588,-14.027,-87.0,2.3657,12.0,0.13359,0.14232,-0.0044877,-0.16937,14.588,-14.027,-140.95,2.3657,62.73,0.13359,0.14232,-0.0044877,-1.8823,-0.8849,3.4584,-4.0472,1.596,2.9993,-2.1826,0.7471
3.14,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.033639,0.11524,-0.17828,-1.0614e-05,-0.037163,-1.1637e-06,-0.025343,0.00033018,4.4806e-05,-0.011993,-0.0037439,-0.0047162,1.8942e-06,-0.0017863,-4.2492e-07,0.011872,2.631e-06,-2.5717e-06,-0.16866,14.589,-14.027,-87.0,2.3657,12.0,0.13359,0.14233,-0.0044832,-0.16866,14.589,-14.027,-140.95,2.3657,62.731,0.13359,0.14233,-0.0044832,-1.8822,-0.8849,3.4585,-4.0473,1.596,2.9993,-2.1826,0.7471
3.16,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.033426,0.1152,-0.17833,-1.0642e-05,-0.037031,-1.1357e-06,-0.025388,0.00033029,4.4793e-05,-0.010395,-0.0028513,-0.0059232,-1.1223e-06,-0.0040974,1.33e-06,0.012885,3.5361e-06,-2.5688e-06,-0.16759,14.589,-14.027,-87.0,2.3657,12.0,0.13359,0.14233,-0.0044819,-0.16759,14.589,-14.027,-140.95,2.3657,62.732,0.13359,0.14233,-0.0044819,-1.8822,-0.8849,3.4585,-4.0473,1.5961,2.9993,-2.1826,0.7471
3.18,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.033247,0.11517,-0.17841,-1.0652e-05,-0.036946,-1.1734e-06,-0.025392,0.00033044,4.4793e-05,-0.0086494,-0.0018127,-0.0064984,-2.4944e-06,-0.005674,-5.0932e-07,0.012963,5.7131e-06,-1.4294e-06,-0.1663,14.59,-14.027,-87.0,2.3656,12.0,0.13359,0.14233,-0.0044807,-0.1663,14.59,-14.027,-140.95,2.3656,62.733,0.13359,0.14233,-0.0044807,-1.8822,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.2,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.033103,0.11516,-0.17849,-1.0644e-05,-0.036901,-1.1475e-06,-0.025361,0.00033059,4.4782e-05,-0.006894,-0.00090823,-0.0065506,-3.0323e-06,-0.0064343,1.8656e-06,0.012216,5.9197e-06,-2.1431e-06,-0.16493,14.591,-14.027,-87.0,2.3654,12.0,0.13358,0.14233,-0.0044804,-0.16493,14.591,-14.027,-140.95,2.3654,62.734,0.13358,0.14233,-0.0044804,-1.8822,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.22,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3507,0.0399,0.04,0.032993,0.11517,-0.17858,-1.0636e-05,-0.036883,-1.1403e-06,-0.025302,0.00033062,4.4804e-05,-0.0051752,-0.00016242,-0.0062972,7.8662e-07,-0.0067525,1.0827e-06,0.010966,1.7521e-06,-5.7298e-07,-0.16355,14.591,-14.026,-87.0,2.3653,12.0,0.13358,0.14233,-0.004481,-0.16355,14.591,-14.026,-140.95,2.3653,62.735,0.13358,0.14233,-0.004481,-1.8822,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.24,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3508,0.0399,0.04,0.032914,0.11518,-0.17867,-1.0651e-05,-0.036895,-1.1612e-06,-0.02523,0.00033064,4.4832e-05,-0.0036187,0.00036731,-0.0058576,-4.5693e-07,-0.0068277,-9.3714e-07,0.0093127,-5.7917e-07,2.0151e-06,-0.16227,14.592,-14.026,-87.0,2.3652,12.0,0.13357,0.14232,-0.0044811,-0.16227,14.592,-14.026,-140.95,2.3652,62.736,0.13357,0.14232,-0.0044811,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.26,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3508,0.0399,0.04,0.032865,0.11521,-0.17874,-1.0643e-05,-0.036923,-1.1639e-06,-0.025147,0.0003307,4.4835e-05,-0.0021998,0.00082925,-0.005129,-1.8307e-06,-0.0062354,3.5798e-07,0.007364,1.8685e-06,-1.353e-06,-0.16106,14.592,-14.025,-87.0,2.3651,12.0,0.13356,0.14232,-0.0044848,-0.16106,14.592,-14.025,-140.95,2.3651,62.736,0.13356,0.14232,-0.0044848,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.28,-0.9407,-1.1996,1.9135,-3.0718,0.7703,3.7525,-0.3508,0.0399,0.04,0.03284,0.11523,-0.17881,-1.0634e-05,-0.036969,-1.1642e-06,-0.025071,0.00033072,4.486e-05,-0.0010423,0.0010513,-0.0044197,-1.0771e-06,-0.0058945,-1.0768e-07,0.0054808,-6.3737e-07,9.1786e-07,-0.16005,14.592,-14.025,-87.0,2.365,12.0,0.13355,0.14231,-0.0044851,-0.16005,14.592,-14.025,-140.95,2.365,62.736,0.13355,0.14231,-0.0044851,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.3,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.032835,0.11526,-0.17887,-1.0626e-05,-0.037006,-1.1695e-06,-0.024991,0.00033074,4.4883e-05,-5.4017e-05,0.0011466,-0.0033826,8.0718e-07,-0.0043537,-4.8021e-07,0.0038015,1.6385e-06,9.2441e-07,-0.15916,14.592,-14.025,-87.0,2.3649,12.0,0.13354,0.14231,-0.0044873,-0.15916,14.592,-14.025,-140.95,2.3649,62.736,0.13354,0.14231,-0.0044873,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.32,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.032847,0.11528,-0.17892,-1.061e-05,-0.037054,-1.1543e-06,-0.024919,0.00033076,4.49e-05,0.00074394,0.0011235,-0.0026733,1.4509e-06,-0.003789,1.7113e-06,0.0021912,1.56e-06,1.6895e-06,-0.15843,14.592,-14.024,-87.0,2.3648,12.0,0.13354,0.14231,-0.0044883,-0.15843,14.592,-14.024,-140.95,2.3648,62.736,0.13354,0.14231,-0.0044883,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.34,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.032872,0.1153,-0.17896,-1.0625e-05,-0.037109,-1.1539e-06,-0.024864,0.00033078,4.4893e-05,0.0013236,0.0010766,-0.0019372,-2.6921e-07,-0.0030708,-7.7125e-07,0.00076871,1.2078e-06,-7.4397e-07,-0.15787,14.592,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044901,-0.15787,14.592,-14.024,-140.95,2.3648,62.736,0.13353,0.14231,-0.0044901,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.36,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.032905,0.11532,-0.17898,-1.0646e-05,-0.037156,-1.1544e-06,-0.024817,0.0003308,4.4924e-05,0.0017032,0.0010535,-0.0011489,3.5816e-07,-0.0020925,3.8417e-07,-0.00016354,2.0547e-06,2.7394e-07,-0.15746,14.592,-14.024,-87.0,2.3647,12.0,0.13353,0.14231,-0.0044922,-0.15746,14.592,-14.024,-140.95,2.3647,62.736,0.13353,0.14231,-0.0044922,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.38,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.032942,0.11534,-0.179,-1.0601e-05,-0.037199,-1.1621e-06,-0.024783,0.0003308,4.4926e-05,0.0019033,0.0011012,-0.00046492,9.969e-07,-0.00103,1.7142e-06,-0.00094716,-4.5984e-07,1.3031e-06,-0.15721,14.592,-14.023,-87.0,2.3647,12.0,0.13352,0.14231,-0.0044913,-0.15721,14.592,-14.023,-140.95,2.3647,62.736,0.13352,0.14231,-0.0044913,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.4,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.032981,0.11536,-0.17901,-1.0621e-05,-0.037233,-1.1779e-06,-0.024756,0.00033083,4.4944e-05,0.0019386,0.0010483,8.6427e-05,2.8273e-06,-0.0005614,-1.2311e-06,-0.0015911,2.145e-06,8.4692e-07,-0.15709,14.592,-14.023,-87.0,2.3647,12.0,0.13352,0.14231,-0.0044936,-0.15709,14.592,-14.023,-140.95,2.3647,62.736,0.13352,0.14231,-0.0044936,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.42,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033018,0.11538,-0.17901,-1.0649e-05,-0.037267,-1.162e-06,-0.024732,0.00033084,4.4951e-05,0.0018116,0.00092536,0.00046343,1.2233e-07,-0.00027828,-3.9872e-07,-0.0020692,1.5716e-06,2.1755e-06,-0.15712,14.592,-14.023,-87.0,2.3646,12.0,0.13352,0.1423,-0.0044929,-0.15712,14.592,-14.023,-140.95,2.3646,62.736,0.13352,0.1423,-0.0044929,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.44,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033051,0.11539,-0.179,-1.0612e-05,-0.037302,-1.1602e-06,-0.024715,0.00033084,4.4946e-05,0.0016212,0.00081956,0.00073165,3.821e-06,3.7253e-07,-2.2992e-07,-0.0024578,1.17e-06,3.7471e-08,-0.15723,14.591,-14.023,-87.0,2.3646,12.0,0.13352,0.1423,-0.0044946,-0.15723,14.591,-14.023,-140.95,2.3646,62.735,0.13352,0.1423,-0.0044946,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.46,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.03308,0.1154,-0.17899,-1.061e-05,-0.037316,-1.1559e-06,-0.024711,0.00033085,4.493e-05,0.0014156,0.00069588,0.001049,3.3229e-06,0.00068024,1.4959e-06,-0.0026951,-2.9104e-09,-1.8095e-06,-0.15735,14.591,-14.023,-87.0,2.3647,12.0,0.13351,0.1423,-0.0044948,-0.15735,14.591,-14.023,-140.95,2.3647,62.735,0.13351,0.1423,-0.0044948,-1.8821,-0.8849,3.4586,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.48,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033105,0.11541,-0.17898,-1.0625e-05,-0.037335,-1.1704e-06,-0.024708,0.00033083,4.4949e-05,0.0011951,0.00051633,0.0010565,-2.2917e-06,0.00091195,-2.2264e-06,-0.0027524,1.5047e-06,1.6807e-07,-0.15753,14.591,-14.023,-87.0,2.3647,12.0,0.13352,0.14231,-0.0044947,-0.15753,14.591,-14.023,-140.95,2.3647,62.735,0.13352,0.14231,-0.0044947,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.5,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033126,0.11541,-0.17896,-1.0628e-05,-0.037336,-1.1799e-06,-0.024717,0.00033083,4.4946e-05,0.0010259,0.00029802,0.0010014,8.9531e-07,0.0011563,-1.2544e-06,-0.0025244,7.6834e-07,6.5556e-07,-0.15768,14.591,-14.023,-87.0,2.3647,12.0,0.13352,0.1423,-0.004494,-0.15768,14.591,-14.023,-140.95,2.3647,62.735,0.13352,0.1423,-0.004494,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.52,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033143,0.11541,-0.17895,-1.0651e-05,-0.037337,-1.1506e-06,-0.024727,0.00033083,4.4946e-05,0.00082962,0.00019595,0.00090748,-3.2014e-06,0.0010941,1.3184e-06,-0.0021204,6.5484e-07,-1.0477e-07,-0.15785,14.591,-14.023,-87.0,2.3647,12.0,0.13353,0.1423,-0.0044947,-0.15785,14.591,-14.023,-140.95,2.3647,62.735,0.13353,0.1423,-0.0044947,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.54,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033157,0.11541,-0.17894,-1.0629e-05,-0.037333,-1.1593e-06,-0.024739,0.0003308,4.4943e-05,0.00066012,5.886e-05,0.00079125,6.9722e-07,0.0011493,-8.411e-07,-0.0018671,4.5111e-07,8.5493e-07,-0.158,14.591,-14.023,-87.0,2.3647,12.0,0.13353,0.14231,-0.0044934,-0.158,14.591,-14.023,-140.95,2.3647,62.735,0.13353,0.14231,-0.0044934,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.56,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033166,0.11541,-0.17893,-1.0618e-05,-0.037328,-1.1641e-06,-0.024755,0.0003308,4.4943e-05,0.00042394,-8.9407e-06,0.0006184,1.8843e-06,0.00092946,-2.9395e-07,-0.0015883,1.0972e-06,-4.9404e-07,-0.15821,14.591,-14.023,-87.0,2.3648,12.0,0.13352,0.14231,-0.0044948,-0.15821,14.591,-14.023,-140.95,2.3648,62.735,0.13352,0.14231,-0.0044948,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.58,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033171,0.11541,-0.17892,-1.0665e-05,-0.037327,-1.178e-06,-0.024774,0.00033079,4.494e-05,0.00022762,-5.4389e-05,0.00050962,-1.8005e-06,0.00077523,-2.4098e-06,-0.0013646,-7.276e-08,-9.7134e-08,-0.15837,14.591,-14.023,-87.0,2.3648,12.0,0.13352,0.14231,-0.0044941,-0.15837,14.591,-14.023,-140.95,2.3648,62.734,0.13352,0.14231,-0.0044941,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.6,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033173,0.11541,-0.17892,-1.0642e-05,-0.03732,-1.1645e-06,-0.024786,0.0003308,4.4923e-05,5.1782e-05,-6.78e-05,0.00047386,-1.7777e-06,0.00068545,7.5961e-07,-0.0009615,1.592e-06,-1.0801e-06,-0.15851,14.591,-14.023,-87.0,2.3648,12.0,0.13352,0.14231,-0.0044934,-0.15851,14.591,-14.023,-140.95,2.3648,62.734,0.13352,0.14231,-0.0044934,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.62,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033172,0.11541,-0.17891,-1.0631e-05,-0.037312,-1.1546e-06,-0.024795,0.0003308,4.4943e-05,-8.3819e-05,-7.7486e-05,0.00045151,1.4892e-06,0.00058375,6.8394e-07,-0.00064466,1.1321e-06,1.3712e-06,-0.15862,14.591,-14.023,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044929,-0.15862,14.591,-14.023,-140.95,2.3648,62.734,0.13353,0.14231,-0.0044929,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.64,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033169,0.11541,-0.1789,-1.0664e-05,-0.037306,-1.1653e-06,-0.024803,0.00033079,4.4942e-05,-0.00018179,-6.2585e-05,0.00036657,-4.2529e-06,0.00042059,4.2201e-07,-0.00045393,-3.4925e-07,7.2505e-07,-0.1587,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044935,-0.1587,14.591,-14.024,-140.95,2.3648,62.734,0.13353,0.14231,-0.0044935,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.66,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033164,0.1154,-0.1789,-1.0613e-05,-0.037307,-1.1671e-06,-0.024812,0.00033078,4.494e-05,-0.00024736,-0.00010729,0.00019073,7.4815e-07,-4.4331e-05,-6.6066e-07,-0.00019334,-1.5978e-06,1.1605e-06,-0.15877,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044928,-0.15877,14.591,-14.024,-140.95,2.3648,62.734,0.13353,0.14231,-0.0044928,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.68,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033159,0.1154,-0.1789,-1.0639e-05,-0.037302,-1.1787e-06,-0.024819,0.00033079,4.4928e-05,-0.00025369,-0.00011772,0.00011176,1.4797e-07,0.00010431,-1.493e-06,-9.8161e-05,1.2689e-06,3.9763e-07,-0.1588,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044924,-0.1588,14.591,-14.024,-140.95,2.3648,62.734,0.13353,0.14231,-0.0044924,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.7,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033153,0.1154,-0.1789,-1.064e-05,-0.037305,-1.1685e-06,-0.024829,0.00033078,4.4923e-05,-0.000282,-0.00011548,-2.5332e-05,-1.6425e-07,-9.127e-05,1.5425e-07,0.00015479,-2.5117e-06,9.8116e-07,-0.15884,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044913,-0.15884,14.591,-14.024,-140.95,2.3648,62.734,0.13353,0.14231,-0.0044913,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.72,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033148,0.1154,-0.17889,-1.0633e-05,-0.037297,-1.1744e-06,-0.024831,0.00033079,4.4925e-05,-0.00024773,-0.00012517,-7.3016e-05,5.9663e-08,4.8801e-05,3.4051e-07,0.00020433,9.9244e-07,2.2192e-08,-0.15883,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044925,-0.15883,14.591,-14.024,-140.95,2.3648,62.734,0.13353,0.14231,-0.0044925,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.74,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033143,0.1154,-0.17889,-1.0614e-05,-0.037294,-1.1647e-06,-0.02484,0.0003308,4.4904e-05,-0.00025854,-7.1526e-05,-0.00011474,3.3164e-06,-0.00015981,-8.2655e-07,0.00026431,1.3853e-06,-1.4596e-06,-0.15884,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044919,-0.15884,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044919,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.76,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033139,0.1154,-0.1789,-1.0647e-05,-0.037294,-1.1607e-06,-0.024842,0.00033077,4.4922e-05,-0.00015534,-7.2271e-05,-0.00019222,-1.4233e-06,-8.8662e-05,-1.6007e-06,0.00025071,-8.2073e-07,2.0904e-06,-0.15877,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044901,-0.15877,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044901,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.78,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033138,0.1154,-0.1789,-1.0638e-05,-0.037292,-1.1483e-06,-0.024845,0.00033077,4.4926e-05,-5.5507e-05,-5.5134e-05,-0.00021905,-2.1707e-06,-0.00012107,2.567e-06,0.00024885,1.7171e-07,1.0485e-06,-0.1587,14.591,-14.024,-87.0,2.3648,12.0,0.13352,0.14231,-0.0044916,-0.1587,14.591,-14.024,-140.95,2.3648,62.735,0.13352,0.14231,-0.0044916,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.8,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033138,0.11539,-0.17891,-1.0646e-05,-0.037294,-1.1585e-06,-0.024846,0.00033077,4.4937e-05,3.9861e-05,-5.5134e-05,-0.00027567,8.3328e-07,-0.00018701,5.5006e-07,0.0002576,-4.482e-07,9.5206e-07,-0.15863,14.591,-14.024,-87.0,2.3648,12.0,0.13352,0.14231,-0.0044927,-0.15863,14.591,-14.024,-140.95,2.3648,62.735,0.13352,0.14231,-0.0044927,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
