time,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_cmd_8,tau_cmd_9,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
0.0,-0.0014,-0.0308,0.0061,-0.0487,-0.0656,0.0512,0.0522,0.0043,0.0048,-0.2981,-1.5277,-0.4471,-2.2152,-2.6198,1.0876,2.3251,0.2036,-0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
0.02,0.0,-0.569,0.0,-2.81,0.0,3.037,0.741,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.52,0.0,87.0,0.0,-12.0,-12.0,-80.0,-80.0,0.0,45.52,0.0,224.8,0.0,-242.96,-59.28,-80.0,-80.0,-1.167,2.36,-0.1611,0.8606,0.8697,-0.1106,-0.3589,0.1768
0.04,-0.0325,-0.546,0.0264,-2.7982,0.0421,3.0276,0.6895,0.0399,0.04,-2.1567,2.175,1.4941,1.4021,1.6021,-0.88897,-2.455,0.0013784,0.003654,0.10126,105.18,-5.7074,61.244,82.588,3.4722,15.455,0.53509,0.3668,-37.166,87.0,-13.435,31.084,12.0,-0.47302,-1.8588,0.54198,0.0014061,-37.166,89.433,-13.435,31.084,30.125,-0.47302,-1.8588,0.54198,0.0014061,-1.3149,2.0313,0.0335,0.1706,1.2001,-0.2673,-0.4411,0.0896
0.06,-0.0757,-0.5025,0.0575,-2.7744,0.0915,2.9922,0.638,0.0399,0.04,-2.1591,2.175,1.429,1.116,2.2493,-1.9365,-2.3559,-0.00050926,0.00069906,0.30146,0.011206,-7.0541,-20.828,8.2968,11.638,25.402,-0.069534,-0.068685,-39.6171,68.9707,-8.0421,-0.4283,12.0,-0.4548,-0.9987,0.0977,-0.1386,-39.6171,68.9707,-8.0421,-0.4283,34.0133,-0.4548,-0.9987,0.0977,-0.1386,-1.224,1.8937,0.057,0.0846,1.2681,-0.2242,-0.63,0.1489
0.08,-0.1188,-0.459,0.0858,-2.7604,0.142,2.968,0.5858,0.04,0.04,-2.154,2.175,1.2801,0.54821,2.294,-0.93162,-2.61,-0.00021952,-0.00011146,0.30107,0.0,-8.7416,-25.083,-6.4211,27.291,-0.00011921,-0.024188,0.0070113,-32.551,59.986,-8.9551,-3.3307,12.0,0.57765,-4.4364,0.096202,0.021913,-32.551,59.986,-8.9551,-3.3307,31.943,0.57765,-4.4364,0.096202,0.021913,-1.0473,1.7248,0.2177,0.0886,1.4351,-0.2402,-0.7146,0.1897
0.1,-0.1621,-0.4155,0.1128,-2.7557,0.193,2.9515,0.5336,0.04,0.04,-2.1607,2.175,1.2963,0.11693,2.4207,-0.75496,-2.61,0.00036593,0.00036161,0.34857,-7.1526e-05,-1.5566,-21.131,-3.1286,11.267,2.3842e-05,-0.00073314,-0.00841,-22.0,49.748,-4.4889,-2.0115,12.0,0.076379,-3.6412,0.027971,-0.036316,-22.0,49.748,-4.4889,-2.0115,34.195,0.076379,-3.6412,0.027971,-0.036316,-0.9313,1.4999,0.4028,0.1558,1.5728,-0.2353,-0.7765,0.2631
0.12,-0.2056,-0.372,0.1416,-2.7586,0.2451,2.939,0.4814,0.04,0.04,-2.1724,2.175,1.4629,-0.21122,2.5718,-0.5423,-2.5879,0.0010285,-7.4523e-05,0.30034,0.0002861,5.209,-15.408,-3.8188,8.6496,2.0128,0.0051256,0.027582,-13.8432,37.2721,0.3155,2.1714,12.0,0.4791,-1.9489,-0.0918,0.0728,-13.8432,37.2721,0.3155,2.1714,34.9427,0.4791,-1.9489,-0.0918,0.0728,-0.8618,1.3166,0.6218,0.279,1.6596,-0.226,-0.8341,0.3674
0.14,-0.2495,-0.3284,0.1752,-2.7662,0.2974,2.9294,0.4314,0.04,0.0399,-2.1769,2.175,1.7664,-0.37202,2.61,-0.39717,-2.1661,0.0021952,-0.001323,0.026655,0.00059605,13.4,-7.4322,-2.3842e-05,6.9422,43.855,-0.070849,0.11521,-7.556,26.4584,5.7245,8.512,12.0,1.0787,-0.093,-0.2904,0.3343,-7.556,26.4584,5.7245,8.512,34.2393,1.0787,-0.093,-0.2904,0.3343,-0.8825,1.2334,0.8092,0.357,1.6936,-0.198,-0.9053,0.4985
0.16,-0.2939,-0.2849,0.216,-2.7761,0.3498,2.9253,0.3846,0.04,0.0399,-2.1781,2.1749,2.1541,-0.44163,2.61,-0.10995,-1.9309,0.0027605,-0.0016431,0.044417,0.001502,17.368,-1.909,-0.00016689,4.8478,43.118,-0.20468,0.21262,-4.8464,19.6493,8.8714,12.8477,12.0,1.5297,0.0326,-0.4807,0.5115,-4.8464,19.6493,8.8714,12.8477,31.4119,1.5297,0.0326,-0.4807,0.5115,-0.9782,1.1957,0.9394,0.4105,1.7198,-0.1663,-0.9758,0.6275
0.18,-0.3372,-0.2413,0.2596,-2.7865,0.4015,2.9254,0.3412,0.04,0.0399,-2.1774,2.175,2.175,-0.42449,2.5059,0.05939,-1.7681,0.0010922,0.00075243,-0.0082731,0.00030994,0.10142,2.0377,-2.0957,0.83042,40.137,-0.065574,0.028782,-5.1698,14.6583,9.8583,15.9048,12.0,2.0976,0.0449,-0.1748,0.093,-5.1698,14.6583,9.8583,15.9048,28.6251,2.0976,0.0449,-0.1748,0.093,-0.9584,1.1746,1.1168,0.4415,1.7893,-0.1228,-1.0783,0.7551
0.2,-0.3798,-0.1977,0.3031,-2.7962,0.4534,2.9313,0.2954,0.04,0.0399,-2.1276,2.1751,2.175,-0.37572,2.5459,0.36555,-1.878,0.00072152,0.00072583,3.7653,0.000453,2.3842e-05,4.2504,6.1114,1.4102,41.915,-0.10698,0.0026105,-0.9897,10.3228,13.4667,17.8526,12.0,2.4144,0.0204,-0.1791,0.0426,-0.98968,10.323,13.467,17.853,27.44,2.4144,0.02039,-0.17913,0.042614,-0.926,1.1827,1.2949,0.4366,1.8727,-0.1074,-1.1623,0.8781
0.22,-0.4206,-0.1541,0.3466,-2.8044,0.5058,2.9392,0.2508,0.04,0.0399,-1.976,2.1751,2.1748,-0.28877,2.61,0.4234,-1.8223,0.0010727,0.00022679,7.704,-0.001502,-0.00069141,5.3999,0.0,-3.8235,41.36,-0.063337,0.0097839,3.2137,7.1634,17.1066,18.0828,12.0,1.9987,0.0391,-0.1706,0.0937,3.2137,7.1634,17.1066,18.0828,26.1004,1.9987,0.0391,-0.1706,0.0937,-0.9576,1.1973,1.4145,0.3864,1.9309,-0.0981,-1.2623,1.0039
0.24,-0.4586,-0.1106,0.3902,-2.8111,0.5582,2.9471,0.2046,0.04,0.0399,-1.824,2.175,2.1748,-0.22673,2.61,0.42712,-1.9,0.0008558,0.00043235,8.2269,-0.0020742,-0.002718,3.8887,9.5367e-05,-4.2866,43.092,-0.088421,0.020393,4.5185,4.2596,18.4099,16.3527,12.0,1.6949,0.0475,-0.174,0.0863,4.5185,4.2596,18.4099,16.3527,24.2369,1.6949,0.0475,-0.174,0.0863,-0.9755,1.1981,1.5245,0.3239,1.9881,-0.0916,-1.3839,1.1336
0.26,-0.4933,-0.0671,0.4337,-2.8168,0.6105,2.9547,0.155,0.04,0.0399,-1.6392,2.175,2.1748,-0.20568,2.61,0.42161,-2.1278,0.00054799,0.00083376,9.9725,-0.00030994,0.0028133,1.8369,0.00014305,-4.1785,46.04,-0.090296,0.047268,6.0496,0.80871,19.327,14.172,12.0,1.3587,-0.0088291,-0.1451,0.071195,6.0496,0.80871,19.327,14.172,22.332,1.3587,-0.0088291,-0.1451,0.071195,-0.9495,1.2046,1.6385,0.26,2.0401,-0.0926,-1.4948,1.2633
0.28,-0.5236,-0.0235,0.4772,-2.8224,0.6628,2.9613,0.1044,0.04,0.04,-1.3807,2.175,2.1738,-0.21971,2.61,0.3704,-2.2265,0.00059181,0.0010378,13.41,0.0032902,-0.057578,-0.091273,4.7684e-05,-4.5639,37.895,-0.042295,0.057937,8.8058,-2.4133,20.409,12.0383,12.0,0.9383,-0.4024,-0.1015,0.0562,8.8058,-2.4133,20.409,12.0383,20.2269,0.9383,-0.4024,-0.1015,0.0562,-0.8738,1.2659,1.7371,0.2221,2.0431,-0.0812,-1.5554,1.3732
0.3,-0.5475,0.02,0.5206,-2.8284,0.7151,2.9682,0.0581,0.04,0.04,-1.0036,2.175,2.1699,-0.25261,2.61,0.42057,-1.8988,0.00086913,0.00071392,18.674,0.00066757,-0.17166,-0.549,-7.1526e-05,-3.9483,42.846,-0.0070584,0.016548,12.7254,-3.4442,20.8871,11.0968,12.0,0.6957,0.0345,-0.094,0.0373,12.7254,-3.4442,20.8871,11.0968,16.1643,0.6957,0.0345,-0.094,0.0373,-0.7663,1.417,1.7862,0.2433,1.9465,-0.045,-1.5172,1.3993
0.32,-0.5623,0.0636,0.5639,-2.8346,0.7674,2.9783,0.033,0.04,0.0399,-0.49658,2.175,2.1623,-0.24504,2.6094,0.6104,-0.99611,0.0017843,-0.00051506,24.089,0.0016212,-0.32926,2.0783,-0.059748,-4.3138,22.462,0.041399,-0.063458,16.7913,-0.8849,19.4023,12.518,8.1172,0.7034,-0.0591,-0.137,0.0759,16.7913,-0.8849,19.4023,12.518,8.1172,0.7034,-0.0591,-0.137,0.0759,-0.6447,1.6065,1.7375,0.3124,1.5798,-0.0218,-1.3005,1.1258
0.34,-0.5576,0.1073,0.5936,-2.8395,0.7893,2.9878,0.0525,0.04,0.0399,0.43809,2.175,1.4949,-0.15058,0.72675,0.5797,0.82827,0.0025016,-0.0010471,23.6607,0.0,-3.3655,6.0816,-30.9519,-2.9723,-20.525,0.0402,-0.0569,18.3413,3.2043,17.0192,15.5277,-3.4587,1.007,-0.3435,-0.2099,0.1578,18.3413,3.2043,17.0192,15.5277,-3.4587,1.007,-0.3435,-0.2099,0.1578,-0.6189,1.8029,1.3214,0.3706,1.0786,-0.0113,-0.97,0.3608
0.36,-0.5173,0.151,0.5842,-2.8411,0.7409,2.9923,0.1045,0.04,0.04,2.0939,2.175,-0.46493,0.056895,-2.608,0.40981,2.61,-0.00015533,0.0018465,0.87459,-4.7684e-05,7.1081,12.118,-0.15643,4.7771,0.00016689,-0.14176,0.1155,9.957,7.5678,7.843,17.5525,-7.7827,1.9031,3.7645,-0.1262,0.0313,9.957,7.5678,7.843,17.5525,-7.7827,1.9031,3.7645,-0.1262,0.0313,-1.2491,1.5081,0.3157,0.4809,0.864,0.2576,-0.6438,-1.2567
0.38,-0.468,0.1939,0.5549,-2.8386,0.689,3.0307,0.1567,0.0365,0.0359,2.1753,2.1415,-1.6358,0.3278,-2.5431,1.79,2.5618,-0.1996,-0.1998,0.0049591,0.47941,-51.084,19.286,-1.1019,-19.21,0.16088,-5.7054,-0.17375,-19.2801,-7.534,-28.6285,21.1573,-12.0,4.4364,12.0,-62.8889,-56.1052,-19.2801,-7.534,-28.6285,21.1573,-12.5122,4.4364,12.8385,-62.8889,-56.1052,-2.4522,1.0077,-0.729,0.0553,0.6911,0.4242,-0.3688,-2.2087
0.4,-0.4375,0.2313,0.5136,-2.8362,0.637,3.0724,0.2091,0.0324,0.0335,0.5659,1.5163,-1.9191,0.0944,-2.6004,1.3599,2.6102,-0.1993,-0.148,-99.331,-27.13,19.886,1.5225,-1.1108,-109.6,9.6926,0.073697,5.2118,-68.5069,-29.4581,-63.4045,4.0434,-12.0,5.9106,12.0,-48.8406,-47.6299,-68.5069,-29.4581,-63.4045,4.0434,-15.0518,5.9106,19.8547,-48.8406,-47.6299,-2.8913,-0.2737,-1.2824,0.3462,0.9676,0.5481,-0.0583,-2.7119
0.42,-0.4443,0.2475,0.4719,-2.8383,0.5851,3.1025,0.2604,0.0284,0.0317,-1.2924,-0.0763,-2.0967,-0.2897,-2.5855,1.3921,2.4189,-0.0871,0.0693,-93.3487,-76.1903,-3.2673,-16.6173,0.731,-7.0782,51.6033,7.2033,6.0027,-79.3386,-78.6808,-82.462,16.4562,0.1873,11.9641,12.0,-44.8618,-65.6916,-79.3386,-78.6808,-82.462,16.4562,0.1873,11.9641,30.6003,-44.8618,-65.6916,-2.6966,-1.0172,-1.9829,-0.0732,0.7181,0.5359,0.6258,-3.089
0.44,-0.4831,0.2302,0.4297,-2.8526,0.5333,3.1357,0.3111,0.0278,0.0313,-2.175,-1.6832,-2.1277,-1.0925,-2.5965,2.0212,2.5388,0.0383,0.0128,-7.1526e-05,-79.81,-23.309,-32.215,-0.38679,15.303,30.249,0.18138,-0.29926,-62.2065,-87.0,-87.0,2.8449,-5.6436,7.5579,12.0,-59.459,-64.5748,-62.2065,-102.0846,-107.8292,2.8449,-5.6436,7.5579,52.5569,-59.459,-64.5748,-1.9948,-0.65073,-1.9502,-0.095543,0.81199,0.0029147,0.83886,-3.1388
0.46,-0.5275,0.1892,0.3861,-2.8689,0.4895,3.1149,0.3611,0.0285,0.0305,-2.1747,-2.1724,-2.1656,-0.7268,-1.778,-1.742,2.3266,0.0433,0.011,3.3524,0.018334,0.94252,12.023,33.066,-45.521,11.366,-0.98098,0.56903,-30.5241,-79.7012,-87.0,3.692,0.1752,-2.3694,12.0,-61.9501,-62.0774,-30.5241,-79.7012,-101.9312,3.692,0.1752,-2.3694,57.1055,-61.9501,-62.0774,-1.9089,-0.4065,-1.1035,-0.347,0.7419,-0.0456,0.8293,-2.944
0.48,-0.5718,0.1465,0.3426,-2.8837,0.4514,3.0784,0.4128,0.0288,0.0302,-2.1688,-2.1737,-2.1696,-0.8366,-1.6886,-1.4842,2.4183,0.0378,0.0208,1.868,-0.0441,0.5384,-6.4872,25.7866,24.5033,-11.723,-0.4088,0.4602,-23.6263,-66.5142,-64.5823,-5.5153,-0.114,0.3902,12.0,-61.6448,-62.3214,-23.6263,-66.5142,-64.5823,-5.5153,-0.114,0.3902,51.3351,-61.6448,-62.3214,-1.8717,-0.5071,-0.9332,-0.4154,0.6373,0.0051,0.819,-2.8326
0.5,-0.6163,0.1039,0.2991,-2.9024,0.4104,3.059,0.4647,0.029,0.0301,-2.1747,-2.1738,-2.1707,-1.0616,-1.8974,-0.4885,2.4291,0.0349,0.0237,2.2679,-0.1193,0.4256,-8.1517,21.6253,30.3035,-10.3742,-0.3688,0.2079,-18.5436,-67.1288,-54.2924,-6.0959,-0.5175,1.0225,12.0,-61.7139,-62.5216,-18.5436,-67.1288,-54.2924,-6.0959,-0.5175,1.0225,46.7957,-61.7139,-62.5216,-1.9191,-0.6116,-1.0882,-0.3879,0.4982,0.0796,0.9041,-2.7758
0.52,-0.6612,0.0612,0.2556,-2.9248,0.3613,3.058,0.5165,0.0291,0.03,-2.1762,-2.1734,-2.175,-1.1927,-2.3231,0.2897,2.4318,0.0321,0.0245,4.9495,-0.14784,0.00019073,-2.7368,21.116,13.124,-9.6139,-0.59068,0.23869,-16.7395,-67.8963,-57.0147,-2.5893,-0.8174,0.9637,12.0,-61.891,-62.3319,-16.7395,-67.8963,-57.0147,-2.5893,-0.8174,0.9637,46.0715,-61.891,-62.3319,-2.0411,-0.6989,-1.3198,-0.3426,0.3142,0.1853,1.0094,-2.7124
0.54,-0.7061,0.0185,0.2121,-2.9491,0.3093,3.0732,0.5687,0.0291,0.0299,-2.2082,-2.1727,-2.175,-1.2386,-2.6026,1.0086,2.5321,0.034,0.0233,0.56434,-0.072122,-0.00019073,2.6395,-0.36602,1.5603,0.20082,-0.10838,0.035959,-18.0847,-67.977,-62.7985,1.5072,-3.8636,1.2569,12.0,-61.7065,-62.2572,-18.0847,-67.977,-62.7985,1.5072,-3.8636,1.2569,46.124,-61.7065,-62.2572,-2.1429,-0.7719,-1.4923,-0.2883,0.1,0.2837,1.1038,-2.6401
0.56,-0.7509,-0.0242,0.1685,-2.9732,0.2572,3.0989,0.6209,0.0292,0.0299,-2.2117,-2.1725,-2.175,-1.1709,-2.6011,1.4183,2.5318,0.0338,0.024,-0.95484,-0.063062,-0.00033379,7.4992,-0.013971,-8.4301,-0.083327,0.071793,-0.010353,-18.6305,-67.4825,-66.218,5.5617,-8.2597,1.462,12.0,-61.5992,-62.2658,-18.6305,-67.4825,-66.218,5.5617,-8.2597,1.462,45.7145,-61.5992,-62.2658,-2.2092,-0.8263,-1.5066,-0.2328,-0.1227,0.3722,1.1793,-2.5424
0.58,-0.7956,-0.067,0.125,-2.995,0.2052,3.1297,0.6731,0.0292,0.0299,-2.2062,-2.1721,-2.175,-1.0114,-2.6007,1.5987,2.5323,0.0335,0.0245,-0.58041,-0.059438,-0.00014305,11.369,-1.0536,-15.486,-0.043797,0.077942,-0.030432,-17.7127,-66.2404,-63.3073,9.1488,-12.0,1.6983,12.0,-61.5961,-62.2994,-17.7127,-66.2404,-63.3073,9.1488,-13.0456,1.6983,44.5607,-61.5961,-62.2994,-2.2397,-0.8663,-1.3776,-0.1794,-0.3494,0.4517,1.2442,-2.415
0.6,-0.8401,-0.1099,0.0815,-3.0129,0.1533,3.1623,0.7253,0.0291,0.0299,-2.1953,-2.1717,-2.175,-0.7894,-2.5805,1.6573,2.5323,0.0329,0.0252,-0.40429,-0.05734,0.00023842,13.998,-2.2799,-18.384,-0.18358,0.08157,-0.0091698,-15.4003,-64.4162,-54.6653,12.1038,-12.0,1.9737,12.0,-61.5216,-62.371,-15.4003,-64.4162,-54.6653,12.1038,-18.0853,1.9737,42.9723,-61.5216,-62.371,-2.2329,-0.8949,-1.123,-0.13,-0.5747,0.5241,1.3077,-2.2573
0.62,-0.8843,-0.1528,0.038,-3.0261,0.1014,3.1949,0.7775,0.0291,0.03,-2.1866,-2.1712,-2.175,-0.526,-2.5896,1.6488,2.5333,0.0331,0.0246,-0.067854,-0.048804,-0.0002861,15.634,-2.8094,-19.454,-0.039721,0.052035,-0.022626,-11.5946,-62.1282,-41.002,14.3416,-12.0,2.2389,12.0,-61.4929,-62.3923,-11.5946,-62.1282,-41.002,14.3416,-22.9322,2.2389,41.3388,-61.4929,-62.3923,-2.2048,-0.9096,-0.7571,-0.0694,-0.8088,0.5933,1.3833,-2.0654
0.64,-0.9283,-0.1957,-0.0055,-3.0337,0.0495,3.227,0.8297,0.029,0.03,-2.1784,-2.1707,-2.175,-0.229,-2.6038,1.6204,2.5356,0.0331,0.0237,0.40634,-0.043821,-0.00011921,16.859,-0.78745,-18.768,0.17462,-0.049826,0.03918,-6.9519,-59.2859,-22.8849,16.4662,-12.0,2.5562,12.0,-61.4729,-62.3532,-6.9519,-59.2859,-22.8849,16.4662,-28.0106,2.5562,40.1864,-61.4729,-62.3532,-2.157,-0.8789,-0.2861,0.0056,-1.0243,0.6414,1.4689,-1.8696
0.66,-0.972,-0.23869,-0.048961,-3.0347,-0.0025077,3.2559,0.88193,0.028923,0.030128,-2.175,-2.1703,-2.1613,0.1189,-2.6007,1.4457,2.5332,0.0356,0.0207,0.0302,-0.0349,1.367,18.2868,0.2558,-19.1633,-0.2655,0.1818,-0.1892,-1.5657,-54.6222,-0.5623,18.4862,-12.0,2.7016,12.0,-61.322,-62.4286,-1.5657,-54.6222,-0.5623,18.4862,-32.4402,2.7016,39.4248,-61.322,-62.4286,-2.1148,-0.8391,0.1697,0.1543,-1.1827,0.6691,1.5462,-1.6693
0.68,-1.0178,-0.2817,-0.08,-3.0278,-0.0482,3.2782,0.9325,0.0291,0.03,-2.175,-2.1699,-1.1147,0.5354,-1.6549,1.1461,2.2372,0.0449,0.0111,-2.3842e-05,-0.017905,42.24,21.223,-4.9418,-19.736,4.2147,-0.30783,0.31056,3.7084,-49.5927,18.2656,22.6673,-12.0,2.9013,12.0,-62.7511,-60.9425,3.7084,-49.5927,18.2656,22.6673,-38.8588,2.9013,39.7738,-62.7511,-60.9425,-2.2216,-0.8203,0.3972,0.6596,-1.1603,0.7295,1.5472,-1.3972
0.7,-1.0639,-0.3245,-0.0895,-3.0089,-0.0937,3.2932,0.9838,0.0294,0.0296,-2.175,-2.1666,0.0943,1.2865,-1.6685,0.8295,2.3451,0.0452,0.0043,0.00026226,-0.017095,54.697,35.452,-18.242,-12.911,6.907,-0.52939,0.24364,3.1159,-45.4199,24.71,39.4726,-12.0,5.3872,12.0,-63.5039,-59.7513,3.1159,-45.4199,24.71,39.4726,-34.8148,5.3872,35.4177,-63.5039,-59.7513,-2.5462,-0.7224,0.1846,1.3273,-0.8315,0.8304,1.4255,-1.2806
0.72,-1.1085,-0.3665,-0.0828,-2.9721,-0.1451,3.3082,1.0359,0.0295,0.0294,-2.175,-2.1671,0.58992,2.1687,-2.5628,1.2927,2.5052,0.041335,0.0018929,4.7684e-05,-0.64037,28.918,27.266,-2.3115,49.045,-1.2528,-0.4353,0.1462,-6.2446,-38.1295,13.2002,60.1456,-12.0,8.9663,12.0,-63.5206,-58.9763,-6.2446,-38.1295,13.2002,60.1456,-13.5617,8.9663,25.4428,-63.5206,-58.9763,-3.1095,-0.6788,-0.3336,1.8238,-0.5477,0.9734,1.3005,-1.2557
0.74,-1.1512,-0.4086,-0.0757,-2.9288,-0.1951,3.3528,1.0881,0.0292,0.0296,-2.1422,-2.1738,0.24,2.1735,-2.2092,2.6094,2.5381,0.0076,0.0324,-0.2715,-0.6096,-11.3926,0.6916,34.8547,5.7203,0.2763,-0.8247,0.9306,-25.4354,-33.0091,-8.4848,75.5256,1.9938,5.4717,12.0,-60.3396,-61.2158,-25.4354,-33.0091,-8.4848,75.5256,1.9938,5.4717,16.1961,-60.3396,-61.2158,-3.1234,-0.8553,-0.342,2.0472,-0.2459,1.0389,1.4542,-1.0203
0.76,-1.1938,-0.4514,-0.0675,-2.8856,-0.1938,3.4023,1.1404,0.0286,0.0303,-2.1444,-2.1735,0.3759,2.1741,0.8787,2.61,2.5408,0.0161,0.0353,-0.86,-0.01874,-11.376,0.32995,42.974,0.012064,6.8644,1.027,0.18569,-22.5961,-36.6383,-9.9058,80.9812,4.4048,3.8264,12.0,-58.2422,-63.2921,-22.5961,-36.6383,-9.9058,80.9812,4.4048,3.8264,18.4163,-58.2422,-63.2921,-1.3364,-1.1492,1.2362,2.2502,0.0699,1.1545,1.5389,-0.1838
0.78,-1.218,-0.4944,-0.0524,-2.842,-0.1427,3.4511,1.1924,0.0293,0.0297,-0.6334,-2.1762,1.1042,2.1784,2.6086,2.61,2.5381,0.0712,-0.0077,62.709,0.01967,28.531,-0.038981,0.026178,9.5367e-05,-0.043869,-0.59472,1.2779,48.3111,-44.9543,51.1053,85.5983,5.8829,4.5277,12.0,-65.5614,-58.0138,48.3111,-44.9543,51.1053,85.5983,5.8829,4.5277,17.3688,-65.5614,-58.0138,0.9034,-1.0256,2.1036,2.1167,0.06,1.3016,1.1566,0.8291
0.8,-1.1923,-0.537,-0.0345,-2.7984,-0.0899,3.502,1.2351,0.033,0.0332,1.0461,-2.1748,2.1743,2.175,2.6035,2.6094,1.763,0.1416,0.1596,87.6,0.16809,37.783,-0.20351,-0.55435,-0.05579,-49.682,0.23348,-4.047,87.0,-36.5817,80.8054,76.7755,1.2643,6.4482,-0.7707,3.6515,-3.1215,132.0376,-36.5817,80.8054,76.7755,1.2643,6.4482,-0.7707,3.6515,-3.1215,1.0713,-1.0051,0.9161,1.9311,-0.937,1.4581,-0.6806,1.5808
0.82,-1.1528,-0.5794,-0.0071,-2.7548,-0.1052,3.5532,1.1841,0.0363,0.0358,1.6545,-2.175,1.8555,2.1743,-1.9033,2.6071,-2.3811,0.1802,0.1225,7.0555,0.04015,0.45699,-0.091577,-238.71,-0.28942,20.975,10.712,-0.67105,87.0,-32.3678,30.9263,65.8709,-12.0,8.6305,-12.0,4.0852,-2.0529,130.3466,-32.3678,30.9263,65.8709,-32.5142,8.6305,-54.3105,4.0852,-2.0529,0.3485,0.3456,-0.4221,2.0734,-1.0769,1.1224,-1.5386,1.9693
0.84,-1.1088,-0.6155,0.0144,-2.7113,-0.1574,3.5786,1.1319,0.0384,0.0375,2.1772,-1.5491,0.805,2.1734,-2.61,0.9405,-2.603,0.0835,0.078,-0.062943,33.613,-27.119,0.022316,-2.3842e-05,-44.255,0.11172,-0.81933,-1.2252,87.0,23.7681,-21.594,68.0836,-12.0,-3.2389,-12.0,-4.0681,-2.4896,95.7027,23.7681,-21.594,68.0836,-22.1335,-3.2389,-84.4914,-4.0681,-2.4896,-0.2938,1.1291,-0.2934,1.9517,-1.0942,0.6935,-1.2677,2.0455
0.86,-1.0648,-0.6373,0.027,-2.6679,-0.2099,3.5427,1.0798,0.0395,0.0388,2.1768,-0.6067,0.4611,2.1737,-2.61,-2.2754,-2.6088,0.0364,0.0553,-0.056338,56.537,-17.699,0.011063,0.036001,-28.808,0.12174,-2.5435,-0.81935,66.4868,54.6426,-16.0127,59.737,-12.0,-6.6971,-12.0,-4.2691,-2.7557,66.4868,54.6426,-16.0127,59.737,-18.6324,-6.6971,-69.4549,-4.2691,-2.7557,-0.5193,1.0023,0.018,1.9737,-1.0918,0.2003,-0.7425,1.9984
0.88,-1.0212,-0.6387,0.0359,-2.6247,-0.2621,3.4929,1.0276,0.04,0.0396,2.1751,0.3853,0.4114,2.175,-2.6095,-2.0913,-2.6049,0.0251,0.0336,0.000453,45.971,-3.2296,7.1526e-05,-1.436,-12.141,-0.0076294,-0.57394,-0.7385,53.9686,46.096,-3.585,57.1509,-12.0,-12.0,-12.0,-2.6362,-2.5176,53.9686,46.096,-3.585,57.1509,-14.414,-22.5897,-44.2925,-2.6362,-2.5176,-0.6653,0.4977,0.299,2.3167,-0.4213,-0.2791,-0.0806,1.8467
0.9,-0.9777,-0.6244,0.0514,-2.5816,-0.2633,3.444,0.9754,0.04,0.04,2.1721,0.9794,0.9462,2.175,1.0343,-2.1761,-2.61,0.0067,0.0088,-0.1307,26.855,9.3804,0.32811,59.646,-9.5082,-0.028944,-1.2397,-2.0302,44.6475,22.1858,5.1445,67.4393,3.0142,-12.0,-12.0,-1.9084,-2.7251,44.6475,22.1858,5.1445,67.4393,3.0142,-37.3762,-13.6245,-1.9084,-2.7251,-0.3214,0.0886,0.6317,2.4289,0.1641,-0.4791,0.317,1.9281
0.92,-0.9346,-0.6018,0.0762,-2.5386,-0.2127,3.3919,0.9491,0.04,0.04,2.1573,1.2104,1.3859,2.1753,2.61,-2.6065,-1.0005,0.0021957,0.0002296,0.12014,11.598,10.315,-0.0058174,0.00014305,-2.3574,22.357,-0.47989,-0.61897,55.009,2.7434,15.089,68.467,12.0,-12.0,0.04882,-0.69946,-0.64193,55.009,2.7434,15.089,68.467,15.226,-39.315,0.04882,-0.69946,-0.64193,-0.1275,-0.1686,0.6918,2.5512,0.3805,-0.5212,0.3576,2.1018
0.94,-0.8915,-0.576,0.1053,-2.4955,-0.1604,3.3397,0.9393,0.04,0.04,2.155,1.2802,1.5724,2.1753,2.61,-2.6096,-0.38293,0.0040632,0.00088418,0.1065,3.4456,8.0682,-0.0053167,0.00011921,-0.042963,8.5985,0.11166,0.04857,59.328,-10.122,14.485,69.908,12.0,-12.0,-0.023798,-0.29466,-0.039847,59.328,-10.122,14.485,69.908,19.705,-36.72,-0.023798,-0.29466,-0.039847,-0.1596,-0.272,0.6109,2.7003,0.3401,-0.4503,0.1831,2.243
