Timestep,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
39,-0.002122,-0.137026,0.067429,-2.612101,-0.466852,3.325871,0.649317,0.040000,0.040000,1.417068,-2.122277,2.175050,-2.175100,-2.610004,-1.600730,-2.538775,0.031112,0.038032,9.261560,1.020241,0.007343,-0.007105,-0.000286,35.777294,0.260973,0.151355,0.097025,-1.475686,-48.000000,48.000000,-48.000000,-3.899159,1.603372,-12.000000,-2.959895,-3.706181,-1.475686,-119.761551,164.916672,-54.560383,-3.899159,1.603372,-117.858337,-2.959895,-3.706181,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.032121,-0.179702,0.110976,-2.655742,-0.495721,3.295301,0.597180,0.040000,0.040000,1.771975,-2.125328,2.175252,-2.175006,-0.931095,-0.961480,-2.599246,0.027423,0.027700,12.254548,-1.322913,0.002742,0.000167,44.379295,31.133007,-0.358415,-0.578846,-0.941604,-2.746595,-48.000000,48.000000,-37.697464,2.175454,1.859447,-12.000000,-3.321128,-3.711555,-2.746595,-102.380081,114.784851,-37.697464,2.175454,1.859447,-116.341827,-3.321128,-3.711555,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.072737,-0.222316,0.154548,-2.699464,-0.473590,3.284792,0.545029,0.040000,0.040000,1.966301,-2.148225,2.175332,-2.175005,1.611996,0.073450,-2.600092,0.014183,0.009717,-1.867163,-3.407073,-0.033164,0.000787,27.652693,30.659184,-1.299000,-1.080500,-1.421192,-11.049524,-48.000000,48.000000,-6.894887,3.611636,2.261569,-12.000000,-2.498833,-2.392934,-11.049524,-77.136993,58.988510,-6.894887,3.611636,2.261569,-103.868813,-2.498833,-2.392934,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.109754,-0.265097,0.198119,-2.739235,-0.424005,3.279328,0.494844,0.040000,0.040000,1.431254,-2.160269,2.175002,-1.697414,1.981400,-0.257884,-2.059911,0.006576,0.004645,-29.556965,-0.446701,0.000048,20.263409,23.558187,1.517963,-20.850193,-0.607381,-0.305451,-28.127924,-48.000000,19.427969,25.959471,12.000000,1.973354,-12.000000,-1.265023,-0.769909,-28.127924,-51.196819,19.427969,25.959471,20.389820,1.973354,-82.280182,-1.265023,-0.769909,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.128917,-0.307601,0.241728,-2.761278,-0.395314,3.246141,0.460871,0.039974,0.040000,0.219078,-2.159648,2.175003,-0.478632,-0.352696,-1.987415,-0.076162,0.000875,0.005883,-52.166355,0.060916,-0.000119,40.002747,14.717242,3.289270,-13.946776,-0.290537,0.215469,-35.906525,-27.826071,-2.715798,44.631924,12.000000,3.273320,-12.000000,-0.378055,-0.372814,-35.906525,-27.826071,-2.715798,44.631924,51.924213,3.273320,-66.278572,-0.378055,-0.372814,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.127497,-0.344658,0.285362,-2.761009,-0.371854,3.195603,0.418684,0.039937,0.040000,-0.735866,-1.642380,2.175001,0.688608,-0.431266,-2.543512,-1.003109,0.003331,0.007767,-47.067051,27.375877,0.029182,53.445850,12.431347,6.648898,-12.060618,0.089505,0.328029,-30.982836,-2.144753,-12.070789,48.000000,12.000000,-0.665227,-12.000000,-0.144227,-0.448661,-30.982836,-2.144753,-12.070789,54.293186,72.360535,-0.665227,-42.345966,-0.144227,-0.448661,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.107578,-0.367129,0.329008,-2.737551,-0.346655,3.143776,0.366620,0.039946,0.040000,-1.547565,-0.732660,2.174169,1.891762,-0.088618,-2.609643,-2.609703,0.006589,0.010531,-39.291943,45.080208,-0.006056,59.222614,13.732150,0.035715,-15.179467,0.290681,0.402095,-27.030111,13.668333,-18.318172,48.000000,12.000000,-3.861088,-12.000000,-0.217760,-0.651019,-27.030111,13.668333,-18.318172,55.019627,80.462410,-3.861088,-20.378059,-0.217760,-0.651019,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.070673,-0.373465,0.372080,-2.696472,-0.314057,3.091788,0.314429,0.039972,0.040000,-2.093493,-0.099150,1.976630,2.175098,1.361691,-2.604893,-2.610006,0.003008,0.006355,-6.917119,27.632076,-19.536818,-0.003695,99.213997,-0.180435,0.000286,-0.249727,-0.291084,-30.892399,16.485806,-21.355568,48.000000,12.000000,-4.934858,-8.574845,-0.476291,-0.926595,-30.892399,16.485806,-21.355568,53.462467,78.547676,-4.934858,-8.574845,-0.476291,-0.926595,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0.028744,-0.369492,0.408612,-2.653647,-0.270441,3.039629,0.276187,0.039958,0.040000,-2.095903,0.359316,1.521228,2.175005,1.717500,-2.605770,-1.513605,-0.000393,0.000263,0.052357,21.862425,-23.796976,0.000048,1.612639,-0.035548,35.270714,-0.041926,-0.235674,-33.412392,12.646064,-22.117029,48.000000,12.000000,-5.651132,0.009562,0.066928,-0.262008,-33.412392,12.646064,-22.117029,52.004463,68.688423,-5.651132,0.009562,0.066928,-0.262008,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,-0.013112,-0.357359,0.436026,-2.610785,-0.226967,2.987448,0.280698,0.040000,0.040000,-2.091966,0.727118,1.074855,2.175003,1.697174,-2.607210,0.292262,0.005058,0.000781,0.106978,17.784304,-21.652496,-0.000095,1.160610,-0.048089,-5.175230,0.508653,0.107005,-35.727100,9.095699,-23.626507,48.000000,12.000000,-7.121150,-0.136009,0.091049,0.034682,-35.727100,9.095699,-23.626507,50.339539,66.828941,-7.121150,-0.136009,0.091049,0.034682,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,-0.054692,-0.338418,0.454348,-2.567955,-0.184179,2.935291,0.305786,0.040000,0.040000,-2.078740,1.040533,0.606623,2.175002,1.614018,-2.608372,1.117459,0.010268,0.003765,0.157738,15.098411,-21.784103,-0.000024,1.775491,-0.067902,-23.578083,0.554419,0.273628,-37.417938,6.833580,-26.761444,46.589520,12.000000,-8.183175,-0.221591,-0.472401,-0.102882,-37.417938,6.833580,-26.761444,46.589520,67.055122,-8.183175,-0.221591,-0.472401,-0.102882,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,-0.095046,-0.317235,0.458006,-2.525656,-0.150091,2.883370,0.254206,0.039960,0.040000,-1.971872,0.979815,-0.361676,2.170902,0.755500,-2.609773,-2.609973,-0.002912,0.000237,-13.797224,-4.153925,-25.542927,0.249147,1.895487,-0.018072,0.002813,-1.557124,-0.348444,-48.000000,-12.410557,-41.406086,36.834572,12.000000,-6.768739,-3.465282,-1.265893,-0.372157,-51.362236,-12.410557,-41.406086,36.834572,100.242249,-6.768739,-3.465282,-1.265893,-0.372157,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,-0.138389,-0.309519,0.455756,-2.500204,-0.098056,2.861891,0.202074,0.039981,0.040000,-2.149926,0.040419,-0.229936,0.907017,2.551100,-0.486018,-2.574034,0.001746,0.001195,-0.068140,-47.552731,-8.098914,-50.654858,-5.890012,30.973970,2.985668,0.248918,0.136885,-17.386423,-48.000000,-6.719137,0.876577,12.000000,1.958092,-12.000000,0.169218,0.021312,-17.386423,-102.664589,-6.719137,0.876577,50.921635,1.958092,-64.804207,0.169218,0.021312,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,-0.184973,-0.325245,0.460557,-2.497977,-0.046141,2.813653,0.151830,0.040000,0.039900,-2.176016,-1.168734,0.396142,-0.425330,2.610003,-2.591396,-2.316659,0.013325,-0.012158,0.017452,-56.739933,26.810499,-76.354805,-0.295520,1.860547,7.872725,0.145252,-0.082749,8.761007,-48.000000,33.682259,-20.313137,10.840565,-3.277685,-12.000000,-1.187298,1.247808,8.761007,-169.473175,33.682259,-20.313137,10.840565,-3.277685,-107.325119,-1.187298,1.247808,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,-0.230030,-0.363216,0.471313,-2.523335,0.005387,2.761566,0.102153,0.040000,0.039869,-2.175002,-2.174343,0.599392,-1.604617,2.392903,-2.598939,-2.181769,0.003092,-0.000358,0.067830,-45.759464,9.526080,-52.428638,-21.709919,-6.600904,22.518110,-0.545929,0.493913,14.241815,-48.000000,18.410128,-8.063949,-0.934296,-12.000000,-12.000000,-0.855136,0.766445,14.241815,-201.738113,18.410128,-8.063949,-0.934296,-15.278150,-130.987122,-0.855136,0.766445,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,-0.250189,-0.405485,0.462208,-2.560284,0.057712,2.709380,0.050488,0.040000,0.039889,-0.320771,-2.045322,-1.079469,-1.823346,2.610819,-2.610030,-2.514407,0.002785,0.003382,44.584259,-2.999759,-42.629917,-10.254455,0.018096,-0.002885,3.732872,0.050368,0.150151,3.289594,-48.000000,-6.604872,14.117800,5.417190,-8.625432,-12.000000,-0.228177,0.076146,3.289594,-180.471725,-6.604872,14.117800,5.417190,-8.625432,-127.508270,-0.228177,0.076146,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,-0.266261,-0.447713,0.443771,-2.594452,0.107504,2.657281,0.000627,0.039998,0.039993,-0.953687,-2.018026,-1.044216,-1.332264,1.989894,-2.610002,-2.057208,-0.002116,0.006101,-24.454397,0.746608,-1.912355,22.089207,9.452999,-0.000143,-8.008015,0.005667,-0.167536,-15.264305,-48.000000,-20.632326,34.985188,12.000000,-0.330854,-12.000000,0.226330,-0.683445,-15.264305,-149.593323,-20.632326,34.985188,23.204029,-0.330854,-116.831718,0.226330,-0.683445,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,-0.289719,-0.489662,0.420097,-2.618395,0.152713,2.611858,-0.045330,0.039980,0.040000,-1.191724,-1.990758,-1.508779,-0.749107,1.454343,-2.018461,-1.606066,-0.002726,0.000364,-13.742006,-0.783288,-18.510485,25.138914,14.287686,42.520237,-11.775637,0.055809,0.001850,-16.473139,-48.000000,-26.489923,44.829277,12.000000,7.024067,-12.000000,0.357254,-0.034528,-16.473139,-117.107208,-26.489923,44.829277,34.156151,7.024067,-101.115936,0.357254,-0.034528,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,-0.321166,-0.531949,0.389281,-2.631497,0.193766,2.592804,-0.088420,0.039942,0.040000,-1.678475,-2.060266,-1.840133,-0.263752,1.204060,-0.421103,-1.504352,-0.003066,0.003504,-20.643211,-0.520444,-18.422985,31.849846,-6.415868,30.838186,3.733611,0.087256,0.221294,-18.501247,-48.000000,-28.628798,48.000000,12.000000,7.058259,-12.000000,0.497578,-0.129086,-18.501247,-77.884300,-28.628798,54.141136,45.172539,7.058259,-77.389549,0.497578,-0.129086,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,-0.357197,-0.573584,0.348455,-2.633732,0.234129,2.604683,-0.134093,0.039953,0.040000,-2.049941,-2.170677,-2.173290,0.226462,1.397472,0.946303,-1.923666,-0.000382,0.009793,-34.071602,-3.394794,-0.020361,35.680145,8.171844,10.414494,-5.572331,0.147010,0.418812,-14.790474,-36.647018,-29.112930,48.000000,12.000000,6.810581,-12.000000,0.325032,-0.560440,-14.790474,-36.647018,-29.112930,57.930244,53.192238,6.810581,-50.627357,0.325032,-0.560440,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,-0.397046,-0.606051,0.305163,-2.618801,0.279055,2.635240,-0.185844,0.040000,0.040000,-2.012501,-1.249669,-2.173606,1.371266,1.838547,1.531063,-2.538378,0.002907,0.014704,1.048446,44.901501,-0.001884,64.287163,-6.589866,-23.697245,-0.491071,-0.018800,0.215643,-1.500978,3.167645,-26.568544,48.000000,12.000000,4.456790,-12.000000,-0.298263,-1.254791,-1.500978,3.167645,-26.568544,55.387482,53.226105,4.456790,-23.580418,-0.298263,-1.254791,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,-0.429419,-0.614617,0.261944,-2.579638,0.328883,2.671218,-0.221763,0.040000,0.040000,-1.308484,0.050989,-2.175056,2.175039,2.610002,2.352826,-1.465020,0.006575,0.016828,38.796638,49.796646,-0.089836,3.591037,41.605259,71.865311,34.115112,0.258212,0.268588,7.269563,28.198198,-21.340706,48.000000,12.000000,2.707139,0.112886,-0.399286,-1.414217,7.269563,28.198198,-21.340706,53.005901,45.325844,2.707139,0.112886,-0.399286,-1.414217,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,-0.447153,-0.603069,0.218620,-2.536067,0.380349,2.703640,-0.176740,0.040000,0.040000,-0.601875,0.953397,-2.175001,2.175017,2.607582,1.253241,1.951430,0.019210,0.041407,32.610542,42.822582,0.001645,-0.000262,-0.044155,-45.543552,-43.922806,1.251754,2.247018,7.610357,42.336067,-18.653761,48.000000,12.000000,-5.031231,-0.091187,-0.669266,-1.893646,7.610357,42.336067,-18.653761,54.608452,36.748348,-5.031231,-0.091187,-0.669266,-1.893646,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,-0.453356,-0.576994,0.175211,-2.492574,0.431915,2.699004,-0.124536,0.040000,0.040000,-0.085170,1.613224,-2.175007,2.175013,2.605400,-0.634711,2.596970,0.020553,0.031851,26.498301,35.278450,-0.000548,-0.000739,0.430918,-36.119411,0.695133,0.544802,-0.044153,6.954503,39.565285,-18.756107,48.000000,12.000000,-5.138175,4.405839,-1.510535,-3.229294,6.954503,39.565285,-18.756107,50.034576,31.913429,-5.138175,4.405839,-1.510535,-3.229294,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,-0.449824,-0.539350,0.131720,-2.449242,0.483701,2.663985,-0.072333,0.040000,0.040000,0.397802,2.140562,-2.175013,2.175008,2.608381,-1.835978,2.601614,0.025040,0.026685,25.051891,28.730928,0.000191,-0.000548,0.469971,-4.157782,0.565886,0.384408,-0.229817,9.004741,32.231861,-15.991994,40.225689,12.000000,-3.604738,8.489239,-2.119609,-2.898317,9.004741,32.231861,-15.991994,40.225689,24.024349,-3.604738,8.489239,-2.119609,-2.898317,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,-0.437951,-0.495876,0.088209,-2.406388,0.535865,2.613137,-0.020129,0.040000,0.040000,0.758586,2.174919,-2.175235,2.175153,2.610377,-2.534337,2.610002,0.028345,0.023740,18.165583,0.126028,-0.013423,0.008583,0.037456,7.032609,0.267005,0.268068,-0.122012,10.339952,26.656111,-11.194320,27.687515,12.000000,-1.506799,12.000000,-2.566479,-2.495970,10.339952,26.656111,-11.194320,27.687515,13.001027,-1.506799,14.150050,-2.566479,-2.495970,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,-0.430922,-0.452717,0.054084,-2.374150,0.547584,2.586354,-0.004446,0.036160,0.036099,-0.059954,2.155729,-1.195069,1.303559,-0.112987,-0.737030,0.518687,-0.195327,-0.198072,-40.398285,-1.474643,53.591217,-41.181873,-42.825897,55.586685,-17.431051,-2.221817,-2.111727,10.680727,13.345538,24.107084,-15.648361,-3.781446,-0.211658,-0.322188,-59.066910,-58.611084,10.680727,13.345538,24.107084,-15.648361,-3.781446,-0.211658,-0.322188,-59.066910,-58.611084,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,-0.442078,-0.409310,0.039459,-2.352221,0.555112,2.556260,0.004546,0.032104,0.031971,-0.814094,2.174407,-0.461997,1.000062,0.541686,-1.611213,0.393561,-0.194868,-0.199739,-22.370756,0.029516,26.622698,-22.567331,6.861371,12.331200,-6.338513,0.239520,0.007921,1.989234,13.659184,6.625913,-1.675078,0.144472,-0.763908,0.047412,-48.508728,-48.082016,1.989234,13.659184,6.625913,-1.675078,0.144472,-0.763908,0.047412,-48.508728,-48.082016,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,-0.447343,-0.365770,0.021402,-2.335630,0.572945,2.514966,0.034494,0.028167,0.027886,0.136903,2.175004,-1.242464,0.805014,1.026625,-2.075750,1.287585,-0.187609,-0.197549,35.953873,0.000000,-29.837645,-13.952279,2.005565,16.970421,-26.357544,0.729606,0.251988,0.422331,8.299783,-5.525498,7.471797,0.916496,0.274349,-0.026204,-40.702713,-39.820229,0.422331,8.299783,-5.525498,7.471797,0.916496,0.274349,-0.026204,-40.702713,-39.820229,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,-0.447842,-0.322240,-0.002479,-2.324998,0.529208,2.487536,0.035116,0.024178,0.023828,-0.223118,2.175003,-0.961972,0.434186,-2.603542,-0.796074,-0.096700,-0.200969,-0.199040,-20.883968,0.000167,27.038515,-19.241165,-0.992799,55.618458,1.577795,-1.207888,-0.094272,3.227833,16.647636,6.882938,4.631957,-4.173981,2.351898,-0.058311,-33.570755,-31.907768,3.227833,16.647636,6.882938,4.631957,-4.173981,2.351898,-0.058311,-33.570755,-31.907768,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,-0.456375,-0.278643,-0.017242,-2.315406,0.477134,2.455598,0.011853,0.020076,0.019819,-0.448727,2.175010,-0.644302,0.614633,-2.593050,-1.689206,-0.979017,-0.202664,-0.195543,0.815383,0.000000,9.629202,1.956201,0.501442,16.950428,22.320759,-0.185198,0.343131,6.163693,8.713344,7.259414,20.111439,-5.004403,1.603103,0.001329,-24.185564,-23.709837,6.163693,8.713344,7.259414,20.111439,-5.004403,1.603103,0.001329,-24.185564,-23.709837,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,-0.456707,-0.235010,-0.035498,-2.304073,0.426428,2.436892,-0.008870,0.015985,0.015851,0.095720,2.175015,-0.950064,0.725354,-2.309326,-0.716118,-0.869528,-0.202084,-0.196271,5.780882,0.000072,2.294964,7.311809,27.637339,25.891674,16.648287,0.032923,-0.006063,3.387156,0.801544,2.946496,25.985390,0.166928,3.268960,-0.021763,-15.810690,-16.044289,3.387156,0.801544,2.946496,25.985390,0.166928,3.268960,-0.021763,-15.810690,-16.044289,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,-0.431590,-0.200899,-0.069818,-2.302510,0.375509,2.421869,-0.061016,0.011926,0.011943,1.475452,1.351025,-1.631863,-0.280402,-2.301494,-0.824312,-2.609674,-0.202265,-0.191589,5.652177,-39.808857,21.249222,-48.625755,-2.211285,-3.735107,-0.011015,-0.061882,0.568594,30.705826,-48.000000,31.657188,2.007046,-12.000000,-1.711985,-12.000000,-7.747122,-8.004955,30.705826,-63.903263,31.657188,2.007046,-22.622316,-1.711985,-35.615334,-7.747122,-8.004955,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,-0.426357,-0.181521,-0.076964,-2.316988,0.323401,2.401088,-0.112040,0.008086,0.008300,-0.079120,0.770238,0.151676,-0.830408,-2.601612,-1.054935,-2.362852,-0.166725,-0.154386,-14.186241,-27.593130,33.547562,-28.998655,-2.304316,14.486790,6.492615,3.430064,3.606176,19.413000,-48.000000,22.679102,13.959305,-12.000000,1.136169,-12.000000,0.307594,-1.024284,19.413000,-87.672241,22.679102,13.959305,-13.144264,1.136169,-46.646156,0.307594,-1.024284,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,-0.407406,-0.171923,-0.089365,-2.340810,0.271449,2.388171,-0.162615,0.005379,0.005725,1.106293,0.362209,-0.611637,-1.129492,-2.594372,-0.688396,-2.343549,-0.113068,-0.101876,1.873422,-19.765898,13.990474,-12.257492,0.183463,4.364639,-3.220797,2.466506,2.317879,16.725468,-48.000000,16.963785,22.898710,-8.240776,2.232007,-12.000000,0.581337,-1.263942,16.725468,-94.243935,16.963785,22.898710,-8.240776,2.232007,-45.073742,0.581337,-1.263942,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,-0.400614,-0.168942,-0.084964,-2.367604,0.219708,2.382309,-0.213626,0.003538,0.004030,0.161930,0.087083,0.487005,-1.145826,-2.586719,-0.308841,-2.381852,-0.077292,-0.066496,-4.044616,-13.543057,14.362600,1.918256,-0.094366,7.432434,-0.172925,1.698025,1.488700,9.170966,-48.000000,10.620868,31.417694,-1.167699,3.907881,-12.000000,0.703835,-1.459039,9.170966,-90.229843,10.620868,31.417694,-1.167699,3.907881,-38.331627,0.703835,-1.459039,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,-0.383788,-0.170968,-0.086003,-2.393322,0.175436,2.384743,-0.265164,0.002327,0.002872,0.935193,-0.146594,-0.062957,-1.028423,-1.892798,0.011776,-2.502053,-0.051399,-0.044971,0.299382,-11.659869,7.974541,8.362949,38.907387,-2.602932,-4.001689,1.233501,0.883681,6.206483,-48.000000,6.248121,35.659016,1.721797,4.166444,-12.000000,0.648792,-1.428358,6.206483,-87.783585,6.248121,35.659016,1.721797,4.166444,-32.833023,0.648792,-1.428358,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,-0.382240,-0.177179,-0.069720,-2.415392,0.150228,2.391032,-0.316941,0.001535,0.002052,-0.058916,-0.344788,0.982723,-0.789989,-1.042183,0.168248,-2.494297,-0.034441,-0.031640,1.158998,-9.945605,3.175783,14.950109,21.930170,-4.827690,2.528143,0.811388,0.518956,2.091436,-48.000000,3.037467,39.415596,1.792954,4.803608,-12.000000,0.486913,-1.186390,2.091436,-82.838669,3.037467,39.415596,1.792954,4.803608,-28.871727,0.486913,-1.186390,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,-0.370226,-0.187651,-0.061893,-2.432582,0.130922,2.400339,-0.368733,0.001029,0.001462,0.738033,-0.581418,0.281488,-0.574275,-0.879839,0.311436,-2.530366,-0.022890,-0.021547,4.092562,-12.061989,-1.506171,12.147135,16.026806,-6.771028,-5.382848,0.540844,0.458082,1.172510,-48.000000,0.815865,37.723667,1.623951,4.653498,-12.000000,0.330218,-0.854963,1.172510,-80.028717,0.815865,37.723667,1.623951,4.653498,-26.863083,0.330218,-0.854963,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
