Timestep,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
191,-0.014570,-1.762805,1.586369,-2.483522,-0.463895,1.501985,-2.874815,0.040000,0.039918,-0.053004,0.000039,-0.091358,0.031810,-0.029456,0.079919,0.086384,0.000013,0.000242,0.941186,-0.000003,-0.366170,-0.238119,-0.181084,0.118729,-2.097635,0.000467,-0.000663,1.122096,-48.000000,-22.399269,-2.817333,-1.545919,-1.056704,0.011005,-0.000803,0.139274,1.122096,-239.518250,-22.399269,-2.817333,-1.545919,-1.056704,0.011005,-0.000803,0.139274,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
192,-0.015319,-1.762805,1.587381,-2.482482,-0.463476,1.501801,-2.872577,0.040000,0.039918,-0.035787,0.000039,-0.098351,0.027700,-0.029869,0.077352,0.085313,0.000015,0.000241,0.871798,0.000004,-0.365431,-0.249345,-0.192088,0.147542,-2.073656,0.000462,-0.000640,1.038951,-48.000000,-22.407171,-2.876092,-1.547096,-1.058799,0.011211,-0.001074,0.139347,1.038951,-239.515198,-22.407171,-2.876092,-1.547096,-1.058799,0.011211,-0.001074,0.139347,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
193,-0.015740,-1.762805,1.588251,-2.481524,-0.463073,1.501576,-2.870413,0.040000,0.039918,-0.020034,0.000040,-0.105275,0.023427,-0.030630,0.075441,0.082195,0.000017,0.000239,0.792453,0.000013,-0.359753,-0.251396,-0.197564,0.169241,-2.004927,0.000434,-0.000614,0.946143,-48.000000,-22.408678,-2.931102,-1.547713,-1.059859,0.011516,-0.001313,0.139427,0.946143,-239.521667,-22.408678,-2.931102,-1.547713,-1.059859,0.011516,-0.001313,0.139427,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
194,-0.015863,-1.762805,1.588981,-2.480652,-0.462691,1.501321,-2.868361,0.040000,0.039918,-0.005889,0.000039,-0.112060,0.019130,-0.031615,0.074122,0.077493,0.000019,0.000238,0.706580,0.000003,-0.350308,-0.246330,-0.197619,0.181938,-1.899770,0.000405,-0.000589,0.847050,-48.000000,-22.405092,-2.982433,-1.547801,-1.060226,0.011967,-0.001508,0.139511,0.847050,-239.536011,-22.405092,-2.982433,-1.547801,-1.060226,0.011967,-0.001508,0.139511,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
195,-0.015721,-1.762805,1.589575,-2.479861,-0.462334,1.501051,-2.866452,0.040000,0.039918,0.006580,0.000039,-0.118630,0.014887,-0.032808,0.073357,0.071512,0.000020,0.000237,0.618021,-0.000014,-0.337055,-0.237626,-0.194887,0.187531,-1.766901,0.000350,-0.000546,0.744805,-48.000000,-22.396954,-3.030898,-1.547547,-1.060072,0.012462,-0.001665,0.139603,0.744805,-239.557220,-22.396954,-3.030898,-1.547547,-1.060072,0.012462,-0.001665,0.139603,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
196,-0.015347,-1.762805,1.590038,-2.479155,-0.462006,1.500775,-2.864708,0.040000,0.039918,0.017358,0.000039,-0.124930,0.010748,-0.034093,0.073027,0.064727,0.000021,0.000237,0.529331,0.000004,-0.321008,-0.226809,-0.187906,0.186545,-1.613454,0.000296,-0.000506,0.642016,-48.000000,-22.385366,-3.076413,-1.546885,-1.059583,0.013105,-0.001775,0.139680,0.642016,-239.584015,-22.385366,-3.076413,-1.546885,-1.059583,0.013105,-0.001775,0.139680,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
197,-0.014775,-1.762805,1.590378,-2.478528,-0.461708,1.500499,-2.863142,0.040000,0.039918,0.026477,0.000040,-0.130908,0.006721,-0.035470,0.073074,0.057399,0.000021,0.000237,0.442885,-0.000004,-0.302373,-0.215710,-0.179736,0.179923,-1.447719,0.000240,-0.000465,0.540884,-48.000000,-22.370810,-3.119276,-1.546028,-1.058892,0.013780,-0.001842,0.139742,0.540884,-239.615143,-22.370810,-3.119276,-1.546028,-1.058892,0.013780,-0.001842,0.139742,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
198,-0.014038,-1.762805,1.590599,-2.477981,-0.461440,1.500231,-2.861758,0.040000,0.039918,0.033998,0.000040,-0.136516,0.002808,-0.036881,0.073393,0.049836,0.000021,0.000237,0.360125,-0.000003,-0.281514,-0.205112,-0.169267,0.169523,-1.278299,0.000187,-0.000426,0.442941,-48.000000,-22.353733,-3.159315,-1.544918,-1.058027,0.014397,-0.001868,0.139778,0.442941,-239.649689,-22.353733,-3.159315,-1.544918,-1.058027,0.014397,-0.001868,0.139778,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
199,-0.013166,-1.762805,1.590711,-2.477511,-0.461205,1.499976,-2.860558,0.040000,0.039918,0.040009,0.000040,-0.141706,-0.001009,-0.038323,0.073893,0.042224,0.000020,0.000238,0.282332,-0.000001,-0.258534,-0.195763,-0.157995,0.154899,-1.107882,0.000135,-0.000371,0.349531,-48.000000,-22.334448,-3.196583,-1.543661,-1.057132,0.015002,-0.001862,0.139804,0.349531,-239.686859,-22.334448,-3.196583,-1.543661,-1.057132,0.015002,-0.001862,0.139804,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
200,-0.012188,-1.762805,1.590722,-2.477117,-0.461001,1.499735,-2.859537,0.040000,0.039918,0.044607,0.000040,-0.146446,-0.004737,-0.039745,0.074490,0.034812,0.000019,0.000239,0.209955,-0.000003,-0.234216,-0.187437,-0.145005,0.139326,-0.941038,0.000090,-0.000333,0.261505,-48.000000,-22.313551,-3.230510,-1.542218,-1.056098,0.015617,-0.001827,0.139793,0.261505,-239.725525,-22.313551,-3.230510,-1.542218,-1.056098,0.015617,-0.001827,0.139793,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
201,-0.011131,-1.762805,1.590642,-2.476797,-0.460827,1.499511,-2.858691,0.040000,0.039918,0.047899,0.000040,-0.150707,-0.008391,-0.041160,0.075152,0.027652,0.000018,0.000239,0.143451,0.000003,-0.208716,-0.180234,-0.131821,0.123065,-0.780758,0.000051,-0.000291,0.179500,-48.000000,-22.291245,-3.261036,-1.540695,-1.054952,0.016168,-0.001767,0.139760,0.179500,-239.765137,-22.291245,-3.261036,-1.540695,-1.054952,0.016168,-0.001767,0.139760,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
202,-0.010021,-1.762805,1.590481,-2.476550,-0.460685,1.499303,-2.858008,0.040000,0.039918,0.049992,0.000040,-0.154460,-0.011968,-0.042551,0.075810,0.020857,0.000017,0.000240,0.082731,-0.000005,-0.182185,-0.173426,-0.117846,0.106861,-0.628760,0.000014,-0.000255,0.103853,-48.000000,-22.267599,-3.287597,-1.539056,-1.053654,0.016679,-0.001688,0.139701,0.103853,-239.805176,-22.267599,-3.287597,-1.539056,-1.053654,0.016679,-0.001688,0.139701,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
203,-0.008880,-1.762805,1.590250,-2.476373,-0.460573,1.499110,-2.857482,0.040000,0.039918,0.050992,0.000040,-0.157687,-0.015459,-0.043918,0.076450,0.014451,0.000016,0.000241,0.027743,0.000001,-0.155109,-0.166550,-0.103483,0.091951,-0.484926,-0.000018,-0.000214,0.034871,-48.000000,-22.242985,-3.309887,-1.537345,-1.052149,0.017176,-0.001598,0.139633,0.034871,-239.845245,-22.242985,-3.309887,-1.537345,-1.052149,0.017176,-0.001598,0.139633,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
204,-0.007728,-1.762805,1.589959,-2.476267,-0.460490,1.498931,-2.857099,0.040000,0.039918,0.051000,0.000040,-0.160383,-0.018837,-0.045240,0.077070,0.008489,0.000015,0.000241,-0.021889,0.000017,-0.128059,-0.158825,-0.088701,0.078489,-0.352523,-0.000043,-0.000173,-0.027404,-48.000000,-22.217823,-3.327535,-1.535573,-1.050407,0.017576,-0.001494,0.139552,-0.027404,-239.884521,-22.217823,-3.327535,-1.535573,-1.050407,0.017576,-0.001494,0.139552,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
205,-0.006585,-1.762805,1.589620,-2.476227,-0.460435,1.498766,-2.856851,0.040000,0.039918,0.050112,0.000040,-0.162544,-0.022073,-0.046525,0.077669,0.002959,0.000013,0.000242,-0.066254,-0.000000,-0.101103,-0.150006,-0.073897,0.066725,-0.225823,-0.000064,-0.000128,-0.082877,-48.000000,-22.192211,-3.340485,-1.533771,-1.048419,0.018096,-0.001384,0.139480,-0.082877,-239.922974,-22.192211,-3.340485,-1.533771,-1.048419,0.018096,-0.001384,0.139480,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
206,-0.005467,-1.762805,1.589243,-2.476251,-0.460407,1.498614,-2.856727,0.040000,0.039918,0.048423,0.000040,-0.164179,-0.025126,-0.047749,0.078242,-0.002154,0.000012,0.000243,-0.105629,-0.000000,-0.074835,-0.139523,-0.058613,0.056411,-0.112098,-0.000079,-0.000096,-0.131497,-48.000000,-22.166590,-3.348548,-1.531929,-1.046204,0.018437,-0.001270,0.139392,-0.131497,-239.960052,-22.166590,-3.348548,-1.531929,-1.046204,0.018437,-0.001270,0.139392,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
207,-0.004391,-1.762805,1.588838,-2.476336,-0.460405,1.498474,-2.856717,0.040000,0.039918,0.046023,0.000040,-0.165301,-0.027952,-0.048908,0.078809,-0.006851,0.000011,0.000243,-0.140265,0.000018,-0.049475,-0.127169,-0.043854,0.047492,-0.006896,-0.000094,-0.000047,-0.173377,-48.000000,-22.141249,-3.351817,-1.530109,-1.043765,0.018774,-0.001155,0.139332,-0.173377,-239.995453,-22.141249,-3.351817,-1.530109,-1.043765,0.018774,-0.001155,0.139332,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
208,-0.003367,-1.762805,1.588417,-2.476475,-0.460427,1.498347,-2.856812,0.040000,0.039918,0.043000,0.000040,-0.165931,-0.030505,-0.050005,0.079371,-0.011144,0.000009,0.000244,-0.170241,0.000017,-0.025341,-0.112857,-0.029429,0.039890,0.090192,-0.000101,-0.000016,-0.208501,-48.000000,-22.116467,-3.350378,-1.528322,-1.041131,0.019115,-0.001042,0.139259,-0.208501,-240.029114,-22.116467,-3.350378,-1.528322,-1.041131,0.019115,-0.001042,0.139259,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
209,-0.002410,-1.762805,1.587988,-2.476663,-0.460471,1.498231,-2.857001,0.040000,0.039918,0.039441,0.000040,-0.166100,-0.032746,-0.051011,0.079938,-0.015037,0.000008,0.000244,-0.195557,0.000011,-0.002828,-0.096895,-0.015068,0.033040,0.177526,-0.000102,0.000038,-0.236923,-48.000000,-22.092697,-3.344687,-1.526567,-1.038386,0.019393,-0.000929,0.139227,-0.236923,-240.060547,-22.092697,-3.344687,-1.526567,-1.038386,0.019393,-0.000929,0.139227,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
210,-0.001527,-1.762805,1.587560,-2.476893,-0.460534,1.498128,-2.857274,0.040000,0.039918,0.035436,0.000040,-0.165851,-0.034637,-0.051907,0.080534,-0.018502,0.000007,0.000245,-0.216342,0.000033,0.017519,-0.079340,-0.001217,0.027721,0.255505,-0.000103,0.000075,-0.258725,-48.000000,-22.070435,-3.334933,-1.524887,-1.035511,0.019644,-0.000824,0.139189,-0.258725,-240.089386,-22.070435,-3.334933,-1.524887,-1.035511,0.019644,-0.000824,0.139189,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
211,-0.000727,-1.762805,1.587143,-2.477158,-0.460616,1.498039,-2.857621,0.040000,0.039918,0.031076,0.000040,-0.165222,-0.036159,-0.052696,0.081165,-0.021583,0.000006,0.000245,-0.232358,0.000005,0.035770,-0.061070,0.011487,0.022555,0.324166,-0.000100,0.000094,-0.274021,-48.000000,-22.049852,-3.321990,-1.523330,-1.032662,0.019837,-0.000726,0.139142,-0.274021,-240.115540,-22.049852,-3.321990,-1.523330,-1.032662,0.019837,-0.000726,0.139142,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
212,-0.000017,-1.762805,1.586742,-2.477451,-0.460711,1.497962,-2.858033,0.040000,0.039918,0.026451,0.000040,-0.164263,-0.037296,-0.053358,0.081817,-0.024204,0.000005,0.000246,-0.243797,0.000015,0.051647,-0.042188,0.023254,0.017393,0.382185,-0.000096,0.000119,-0.283028,-48.000000,-22.031273,-3.306157,-1.521887,-1.029886,0.019980,-0.000635,0.139115,-0.283028,-240.138733,-22.031273,-3.306157,-1.521887,-1.029886,0.019980,-0.000635,0.139115,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
213,0.000599,-1.762805,1.586364,-2.477764,-0.460819,1.497900,-2.858499,0.040000,0.039918,0.021651,0.000040,-0.163022,-0.038047,-0.053910,0.082519,-0.026398,0.000005,0.000246,-0.250719,0.000020,0.065118,-0.023272,0.033254,0.012789,0.432947,-0.000088,0.000151,-0.286068,-48.000000,-22.014820,-3.288036,-1.520630,-1.027186,0.020180,-0.000554,0.139109,-0.286068,-240.159027,-22.014820,-3.288036,-1.520630,-1.027186,0.020180,-0.000554,0.139109,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
214,0.001119,-1.762805,1.586013,-2.478089,-0.460937,1.497851,-2.859006,0.040000,0.039918,0.016764,0.000040,-0.161548,-0.038414,-0.054335,0.083233,-0.028133,0.000004,0.000247,-0.253135,0.000018,0.076155,-0.004969,0.042515,0.008254,0.470649,-0.000082,0.000165,-0.283459,-48.000000,-22.000650,-3.268326,-1.519496,-1.024675,0.020235,-0.000484,0.139097,-0.283459,-240.176208,-22.000650,-3.268326,-1.519496,-1.024675,0.020235,-0.000484,0.139097,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
215,0.001541,-1.762805,1.585696,-2.478419,-0.461061,1.497818,-2.859545,0.040000,0.039918,0.011879,0.000040,-0.159892,-0.038420,-0.054637,0.083961,-0.029428,0.000003,0.000247,-0.251181,0.000006,0.084619,0.012270,0.050254,0.003242,0.500237,-0.000074,0.000186,-0.275555,-48.000000,-21.988989,-3.247623,-1.518542,-1.022427,0.020325,-0.000421,0.139100,-0.275555,-240.190247,-21.988989,-3.247623,-1.518542,-1.022427,0.020325,-0.000421,0.139100,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
216,0.001867,-1.762805,1.585413,-2.478747,-0.461188,1.497800,-2.860105,0.040000,0.039918,0.007076,0.000040,-0.158109,-0.038088,-0.054796,0.084677,-0.030233,0.000003,0.000247,-0.245211,0.000005,0.090462,0.028129,0.056675,-0.001748,0.519207,-0.000064,0.000192,-0.262917,-48.000000,-21.979961,-3.226423,-1.517757,-1.020456,0.020392,-0.000368,0.139102,-0.262917,-240.200836,-21.979961,-3.226423,-1.517757,-1.020456,0.020392,-0.000368,0.139102,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
217,0.002099,-1.762805,1.585168,-2.479066,-0.461317,1.497797,-2.860673,0.040000,0.039918,0.002435,0.000040,-0.156241,-0.037457,-0.054855,0.085373,-0.030602,0.000003,0.000248,-0.235259,0.000009,0.094153,0.041835,0.060832,-0.006342,0.528481,-0.000060,0.000213,-0.245998,-48.000000,-21.973276,-3.205430,-1.517200,-1.018787,0.020428,-0.000326,0.139123,-0.245998,-240.208618,-21.973276,-3.205430,-1.517200,-1.018787,0.020428,-0.000326,0.139123,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
218,0.002241,-1.762805,1.584962,-2.479370,-0.461445,1.497807,-2.861241,0.040000,0.039918,-0.001971,0.000040,-0.154339,-0.036571,-0.054789,0.086029,-0.030553,0.000002,0.000248,-0.221874,0.000021,0.095445,0.053388,0.064361,-0.010732,0.526397,-0.000050,0.000217,-0.225452,-48.000000,-21.969122,-3.185015,-1.516773,-1.017456,0.020356,-0.000287,0.139138,-0.225452,-240.213348,-21.969122,-3.185015,-1.516773,-1.017456,0.020356,-0.000287,0.139138,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
219,0.002298,-1.762805,1.584794,-2.479654,-0.461569,1.497829,-2.861798,0.040000,0.039918,-0.006083,0.000040,-0.152441,-0.035474,-0.054623,0.086633,-0.030064,0.000002,0.000248,-0.205513,-0.000009,0.094853,0.062609,0.065950,-0.015467,0.516538,-0.000043,0.000217,-0.201979,-48.000000,-21.967180,-3.165612,-1.516544,-1.016489,0.020334,-0.000257,0.139151,-0.201979,-240.215179,-21.967180,-3.165612,-1.516544,-1.016489,0.020334,-0.000257,0.139151,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
220,0.002277,-1.762805,1.584664,-2.479916,-0.461688,1.497863,-2.862333,0.040000,0.039918,-0.009842,0.000040,-0.150584,-0.034219,-0.054363,0.087182,-0.029208,0.000002,0.000249,-0.186511,0.000002,0.092466,0.069250,0.066261,-0.019204,0.495400,-0.000037,0.000206,-0.176102,-48.000000,-21.967331,-3.147536,-1.516469,-1.015821,0.020165,-0.000234,0.139159,-0.176102,-240.214508,-21.967331,-3.147536,-1.516469,-1.015821,0.020165,-0.000234,0.139159,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
221,0.002184,-1.762805,1.584572,-2.480151,-0.461799,1.497907,-2.862840,0.040000,0.039918,-0.013211,0.000040,-0.148796,-0.032848,-0.054037,0.087651,-0.028011,0.000002,0.000249,-0.165693,0.000017,0.088704,0.073709,0.065159,-0.022798,0.469825,-0.000030,0.000193,-0.148706,-48.000000,-21.969208,-3.130945,-1.516547,-1.015473,0.020098,-0.000213,0.139166,-0.148706,-240.211456,-21.969208,-3.130945,-1.516547,-1.015473,0.020098,-0.000213,0.139166,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
222,0.002028,-1.762805,1.584514,-2.480358,-0.461902,1.497959,-2.863311,0.040000,0.039918,-0.016161,0.000040,-0.147108,-0.031401,-0.053640,0.088022,-0.026499,0.000002,0.000249,-0.143590,0.000009,0.083384,0.076136,0.063067,-0.025842,0.434896,-0.000026,0.000181,-0.120350,-48.000000,-21.972900,-3.115942,-1.516753,-1.015419,0.019920,-0.000200,0.139179,-0.120350,-240.206268,-21.972900,-3.115942,-1.516753,-1.015419,0.019920,-0.000200,0.139179,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
223,0.001818,-1.762805,1.584490,-2.480536,-0.461995,1.498016,-2.863740,0.040000,0.039918,-0.018668,0.000040,-0.145541,-0.029926,-0.053199,0.088316,-0.024774,0.000002,0.000249,-0.120544,-0.000007,0.077078,0.076232,0.059937,-0.027449,0.396028,-0.000019,0.000169,-0.091660,-48.000000,-21.977934,-3.102877,-1.517081,-1.015590,0.019762,-0.000190,0.139193,-0.091660,-240.199402,-21.977934,-3.102877,-1.517081,-1.015590,0.019762,-0.000190,0.139193,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
224,0.001563,-1.762805,1.584496,-2.480684,-0.462077,1.498078,-2.864123,0.040000,0.039918,-0.020727,0.000040,-0.144112,-0.028456,-0.052710,0.088513,-0.022820,0.000002,0.000249,-0.097346,-0.000001,0.069955,0.074825,0.056465,-0.029156,0.353893,-0.000018,0.000157,-0.063245,-48.000000,-21.984077,-3.091515,-1.517469,-1.016011,0.019662,-0.000186,0.139205,-0.063245,-240.190918,-21.984077,-3.091515,-1.517469,-1.016011,0.019662,-0.000186,0.139205,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
225,0.001270,-1.762805,1.584531,-2.480803,-0.462149,1.498142,-2.864456,0.040000,0.039918,-0.022338,0.000040,-0.142832,-0.027026,-0.052219,0.088646,-0.020772,0.000002,0.000249,-0.074354,0.000002,0.062278,0.071753,0.051432,-0.029063,0.307440,-0.000013,0.000135,-0.035647,-48.000000,-21.991096,-3.082042,-1.517994,-1.016556,0.019472,-0.000182,0.139213,-0.035647,-240.181458,-21.991096,-3.082042,-1.517994,-1.016556,0.019472,-0.000182,0.139213,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
226,0.000950,-1.762805,1.584588,-2.480896,-0.462209,1.498208,-2.864737,0.040000,0.039918,-0.023517,0.000040,-0.141710,-0.025651,-0.051713,0.088676,-0.018637,0.000002,0.000249,-0.052339,0.000003,0.054243,0.067875,0.046661,-0.029070,0.258956,-0.000009,0.000115,-0.009459,-48.000000,-21.998672,-3.074174,-1.518525,-1.017277,0.019274,-0.000183,0.139221,-0.009459,-240.171082,-21.998672,-3.074174,-1.518525,-1.017277,0.019274,-0.000183,0.139221,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
227,0.000610,-1.762805,1.584668,-2.480960,-0.462259,1.498272,-2.864966,0.040000,0.039918,-0.024282,0.000040,-0.140749,-0.024354,-0.051210,0.088631,-0.016511,0.000002,0.000249,-0.031388,-0.000010,0.046021,0.062998,0.041400,-0.028409,0.210991,-0.000003,0.000091,0.015102,-48.000000,-22.006681,-3.068035,-1.519106,-1.018112,0.019093,-0.000186,0.139228,0.015102,-240.160187,-22.006681,-3.068035,-1.519106,-1.018112,0.019093,-0.000186,0.139228,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
228,0.000259,-1.762805,1.584764,-2.480999,-0.462297,1.498333,-2.865144,0.040000,0.039918,-0.024660,0.000040,-0.139952,-0.023154,-0.050717,0.088535,-0.014401,0.000002,0.000248,-0.011838,0.000006,0.037712,0.057350,0.035956,-0.026277,0.164674,0.000002,0.000067,0.037708,-48.000000,-22.014940,-3.063505,-1.519719,-1.018977,0.018966,-0.000193,0.139229,0.037708,-240.149109,-22.014940,-3.063505,-1.519719,-1.018977,0.018966,-0.000193,0.139229,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
