Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,agent_joint_pos_J8,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
102,-0.115952,-3.722528,-0.161346,-1.343070,-0.728755,1.903638,0.304349,1.918741,-0.062431,-1.762800,-0.076573,-3.071803,-0.379824,3.752500,0.890341,0.039975,0.040000,0.158339,-0.000003,0.182140,0.000117,0.091694,-0.000001,0.043075,-0.000279,0.000023,-0.624962,-0.000017,-0.825062,0.000329,1.565608,-0.000003,-1.428702,-0.001183,0.000240,-0.182571,-53.397110,-0.971290,-32.779003,0.831538,12.000000,0.052483,0.073228,-0.002029,-0.182571,-53.397110,-0.971290,-32.779003,0.831538,18.905512,0.052483,0.073228,-0.002029,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,-0.117281,-3.721106,-0.157170,-1.341687,-0.731610,1.902249,0.311137,1.915852,-0.059708,-1.762800,-0.073872,-3.071802,-0.382108,3.752500,0.892470,0.039973,0.040000,0.138151,-0.000003,0.164432,0.000118,0.107670,-0.000001,0.068994,-0.000252,0.000024,-1.060617,-0.000027,-0.866334,0.000233,1.488905,-0.000034,-1.999319,-0.000334,0.000400,-0.404580,-53.340221,-0.964490,-32.723679,0.846681,12.000000,0.050126,0.076160,-0.002007,-0.404580,-53.340221,-0.964490,-32.723679,0.846681,18.849968,0.050126,0.076160,-0.002007,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,-0.118386,-3.719874,-0.153815,-1.340078,-0.733733,1.900765,0.318289,1.912598,-0.057450,-1.762800,-0.071508,-3.071803,-0.384027,3.752500,0.895080,0.039972,0.040000,0.111776,-0.000003,0.146664,0.000119,0.124814,-0.000002,0.088776,-0.000226,0.000025,-1.340596,-0.000001,-0.878738,0.000150,1.363232,-0.000010,-2.434211,0.000383,0.000507,-0.554994,-53.290955,-0.962365,-32.659370,0.856298,12.000000,0.048284,0.078084,-0.002006,-0.554994,-53.290955,-0.962365,-32.659370,0.856298,18.790594,0.048284,0.078084,-0.002006,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,-0.119352,-3.718846,-0.151212,-1.338361,-0.735189,1.899258,0.325450,1.909173,-0.055752,-1.762800,-0.069480,-3.071802,-0.385570,3.752500,0.898015,0.039970,0.040000,0.082097,-0.000004,0.129359,0.000119,0.142163,-0.000001,0.102051,-0.000201,0.000026,-1.478946,-0.000002,-0.864136,0.000064,1.200712,0.000036,-2.724364,0.000973,0.000610,-0.639342,-53.249840,-0.964105,-32.590656,0.860439,12.000000,0.046976,0.079090,-0.001979,-0.639342,-53.249840,-0.964105,-32.590656,0.860439,18.730305,0.046976,0.079090,-0.001979,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106,-0.120239,-3.718028,-0.149275,-1.336639,-0.736057,1.897795,0.332319,1.905756,-0.054654,-1.762800,-0.067775,-3.071802,-0.386744,3.752500,0.901119,0.039970,0.040000,0.051635,-0.000004,0.112952,0.000120,0.158754,-0.000002,0.108882,-0.000178,0.000027,-1.494279,-0.000001,-0.824589,0.000007,1.016186,-0.000028,-2.872259,0.001310,0.000650,-0.665577,-53.217110,-0.968617,-32.521843,0.860285,12.000000,0.046203,0.079218,-0.002022,-0.665577,-53.217110,-0.968617,-32.521843,0.860285,18.671804,0.046203,0.079218,-0.002022,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107,-0.121097,-3.717411,-0.147906,-1.335003,-0.736432,1.896433,0.338646,1.902498,-0.054152,-1.762800,-0.066375,-3.071802,-0.387576,3.752500,0.904247,0.039969,0.040000,0.022490,-0.000004,0.097845,0.000120,0.174013,-0.000002,0.109711,-0.000160,0.000027,-1.409275,-0.000003,-0.763895,-0.000051,0.824399,0.000020,-2.886970,0.001517,0.000620,-0.643674,-53.192436,-0.974988,-32.456387,0.856355,12.000000,0.045916,0.078698,-0.002064,-0.643674,-53.192436,-0.974988,-32.456387,0.856355,18.617294,0.045916,0.078698,-0.002064,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
108,-0.121957,-3.716980,-0.147002,-1.333523,-0.736414,1.895212,0.344244,1.899519,-0.054202,-1.762800,-0.065252,-3.071802,-0.388101,3.752500,0.907270,0.039969,0.040000,-0.003718,-0.000004,0.084313,0.000121,0.187405,-0.000002,0.105250,-0.000145,0.000026,-1.248195,0.000008,-0.687881,-0.000080,0.631818,-0.000006,-2.784842,0.001566,0.000541,-0.584314,-53.175179,-0.982319,-32.397186,0.849480,12.000000,0.046050,0.077672,-0.002096,-0.584314,-53.175179,-0.982319,-32.397186,0.849480,18.568485,0.046050,0.077672,-0.002096,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
109,-0.122834,-3.716715,-0.146460,-1.332250,-0.736104,1.894164,0.348993,1.896908,-0.054733,-1.762800,-0.064375,-3.071802,-0.388363,3.752500,0.910081,0.039970,0.040000,-0.025844,-0.000004,0.072540,0.000121,0.198595,-0.000002,0.096422,-0.000134,0.000026,-1.034772,-0.000007,-0.601205,-0.000109,0.448899,0.000016,-2.585900,0.001456,0.000464,-0.498301,-53.164574,-0.989798,-32.346279,0.840690,12.000000,0.046564,0.076270,-0.002118,-0.498301,-53.164574,-0.989798,-32.346279,0.840690,18.526581,0.046564,0.076270,-0.002118,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,-0.123732,-3.716592,-0.146185,-1.331215,-0.735597,1.893304,0.352833,1.894720,-0.055657,-1.762800,-0.063709,-3.071802,-0.388413,3.752500,0.912600,0.039970,0.040000,-0.043192,-0.000004,0.062622,0.000121,0.207452,-0.000002,0.084272,-0.000128,0.000025,-0.791285,0.000004,-0.508422,-0.000127,0.284964,0.000028,-2.314395,0.001257,0.000341,-0.395948,-53.159679,-0.996780,-32.304909,0.830850,12.000000,0.047327,0.074686,-0.002163,-0.395948,-53.159679,-0.996780,-32.304909,0.830850,18.492174,0.047327,0.074686,-0.002163,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
111,-0.124648,-3.716585,-0.146088,-1.330432,-0.734982,1.892635,0.355760,1.892979,-0.056876,-1.762800,-0.063218,-3.071802,-0.388301,3.752500,0.914773,0.039971,0.040000,-0.055475,-0.000004,0.054568,0.000121,0.214010,-0.000002,0.069881,-0.000125,0.000024,-0.537835,-0.000012,-0.414249,-0.000124,0.145464,-0.000036,-1.992292,0.001051,0.000240,-0.286622,-53.159374,-1.002828,-32.273571,0.820544,12.000000,0.048312,0.073110,-0.002165,-0.286622,-53.159374,-1.002828,-32.273571,0.820544,18.465393,0.048312,0.073110,-0.002165,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112,-0.125569,-3.716666,-0.146094,-1.329896,-0.734334,1.892151,0.357814,1.891683,-0.058288,-1.762800,-0.062868,-3.071802,-0.388075,3.752500,0.916569,0.039971,0.040000,-0.062768,-0.000004,0.048282,0.000121,0.218304,-0.000002,0.054271,-0.000126,0.000023,-0.291547,-0.000001,-0.323851,-0.000123,0.028233,-0.000016,-1.644259,0.000751,0.000138,-0.178231,-53.162617,-1.007631,-32.252171,0.810518,12.000000,0.049396,0.071547,-0.002141,-0.178231,-53.162617,-1.007631,-32.252171,0.810518,18.446033,0.049396,0.071547,-0.002141,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
113,-0.126479,-3.716810,-0.146144,-1.329592,-0.733715,1.891835,0.359076,1.890806,-0.059796,-1.762800,-0.062626,-3.071802,-0.387782,3.752500,0.917980,0.039972,0.040000,-0.065415,-0.000004,0.043639,0.000121,0.220619,-0.000002,0.038405,-0.000129,0.000021,-0.065728,0.000004,-0.239917,-0.000096,-0.061391,-0.000016,-1.290713,0.000493,0.000054,-0.077292,-53.168377,-1.011082,-32.239960,0.801144,12.000000,0.050504,0.070183,-0.002079,-0.077292,-53.168377,-1.011082,-32.239960,0.801144,18.433409,0.050504,0.070183,-0.002079,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114,-0.127363,-3.716991,-0.146188,-1.329491,-0.733173,1.891668,0.359652,1.890306,-0.061315,-1.762800,-0.062460,-3.071802,-0.387459,3.752500,0.919021,0.039973,0.040000,-0.063988,-0.000004,0.040429,0.000120,0.221138,-0.000002,0.023097,-0.000134,0.000020,0.129621,-0.000007,-0.165686,-0.000090,-0.128055,-0.000029,-0.950074,0.000249,-0.000013,0.011400,-53.175644,-1.013088,-32.235954,0.793036,12.000000,0.051604,0.069051,-0.001984,0.011400,-53.175644,-1.013088,-32.235954,0.793036,18.426712,0.051604,0.069051,-0.001984,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
115,-0.128203,-3.717190,-0.146191,-1.329560,-0.732742,1.891623,0.359664,1.890128,-0.062770,-1.762800,-0.062345,-3.071802,-0.387142,3.752500,0.919721,0.039973,0.040000,-0.059190,-0.000004,0.038450,0.000120,0.220251,-0.000002,0.009001,-0.000141,0.000018,0.288450,0.000004,-0.101618,-0.000061,-0.167358,0.000009,-0.636579,0.000007,-0.000060,0.084519,-53.183609,-1.013698,-32.238739,0.786375,12.000000,0.052616,0.068132,-0.001858,0.084519,-53.183609,-1.013698,-32.238739,0.786375,18.424921,0.052616,0.068132,-0.001858,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116,-0.128987,-3.717386,-0.146130,-1.329762,-0.732441,1.891674,0.359242,1.890212,-0.064100,-1.762800,-0.062260,-3.071802,-0.386856,3.752500,0.920119,0.039974,0.040000,-0.051805,-0.000004,0.037470,0.000120,0.218300,-0.000002,-0.003397,-0.000149,0.000016,0.407390,0.000003,-0.049337,-0.000035,-0.184926,-0.000007,-0.360780,-0.000183,-0.000093,0.140278,-53.191429,-1.013088,-32.246803,0.781169,12.000000,0.053508,0.067488,-0.001713,0.140278,-53.191429,-1.013088,-32.246803,0.781169,18.426962,0.053508,0.067488,-0.001713,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,-0.129702,-3.717566,-0.145995,-1.330058,-0.732277,1.891795,0.358512,1.890494,-0.065263,-1.762800,-0.062186,-3.071802,-0.386620,3.752500,0.920265,0.039974,0.040000,-0.042637,-0.000004,0.037253,0.000120,0.215610,-0.000002,-0.013788,-0.000156,0.000015,0.486295,-0.000003,-0.008931,-0.000013,-0.184262,-0.000014,-0.130176,-0.000307,-0.000110,0.178276,-53.198616,-1.011405,-32.258667,0.777508,12.000000,0.054237,0.067120,-0.001564,0.178276,-53.198616,-1.011405,-32.258667,0.777508,18.431805,0.054237,0.067120,-0.001564,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,-0.130340,-3.717717,-0.145782,-1.330412,-0.732248,1.891961,0.357593,1.890913,-0.066231,-1.762800,-0.062111,-3.071802,-0.386447,3.752500,0.920211,0.039975,0.040000,-0.032458,-0.000004,0.037575,0.000119,0.212488,-0.000002,-0.022018,-0.000163,0.000013,0.527132,0.000004,0.020153,-0.000002,-0.168805,0.000005,0.052900,-0.000436,-0.000112,0.199106,-53.204666,-1.008852,-32.272835,0.775339,12.000000,0.054830,0.066938,-0.001415,0.199106,-53.204666,-1.008852,-32.272835,0.775339,18.438463,0.054830,0.066938,-0.001415,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,-0.130897,-3.717835,-0.145497,-1.330792,-0.732340,1.892150,0.356593,1.891409,-0.066991,-1.762800,-0.062026,-3.071802,-0.386340,3.752500,0.920009,0.039975,0.040000,-0.021969,-0.000004,0.038238,0.000119,0.209229,-0.000002,-0.028072,-0.000170,0.000012,0.533821,-0.000001,0.038689,0.000015,-0.142802,-0.000009,0.187266,-0.000498,-0.000106,0.204336,-53.209396,-1.005690,-32.288017,0.774514,12.000000,0.055250,0.066978,-0.001283,0.204336,-53.209396,-1.005690,-32.288017,0.774514,18.446016,0.055250,0.066978,-0.001283,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,-0.131371,-3.717915,-0.145151,-1.331169,-0.732537,1.892343,0.355600,1.891934,-0.067543,-1.762800,-0.061925,-3.071802,-0.386302,3.752500,0.919709,0.039975,0.040000,-0.011776,-0.000004,0.039066,0.000119,0.206070,-0.000002,-0.032060,-0.000176,0.000011,0.511554,0.000001,0.048057,0.000032,-0.109418,-0.000012,0.275606,-0.000527,-0.000096,0.196135,-53.212601,-1.002146,-32.303085,0.774872,12.000000,0.055511,0.067172,-0.001178,0.196135,-53.212601,-1.002146,-32.303085,0.774872,18.453722,0.055511,0.067172,-0.001178,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,-0.131765,-3.717956,-0.144757,-1.331519,-0.732816,1.892524,0.354687,1.892445,-0.067898,-1.762800,-0.061808,-3.071802,-0.386326,3.752500,0.919356,0.039975,0.040000,-0.002368,-0.000004,0.039915,0.000119,0.203203,-0.000002,-0.034176,-0.000180,0.000010,0.466231,-0.000012,0.049724,0.000035,-0.072689,0.000018,0.322642,-0.000543,-0.000080,0.177066,-53.214241,-0.998419,-32.317120,0.776157,12.000000,0.055644,0.067468,-0.001098,0.177066,-53.214241,-0.998419,-32.317120,0.776157,18.460970,0.055644,0.067468,-0.001098,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,-0.132082,-3.717961,-0.144332,-1.331827,-0.733153,1.892683,0.353905,1.892907,-0.068076,-1.762800,-0.061674,-3.071802,-0.386405,3.752500,0.918990,0.039975,0.040000,0.005891,-0.000004,0.040673,0.000119,0.200766,-0.000002,-0.034685,-0.000184,0.000010,0.404219,0.000005,0.045331,0.000046,-0.035571,0.000014,0.333511,-0.000536,-0.000063,0.149950,-53.214447,-0.994725,-32.329422,0.778137,12.000000,0.055636,0.067838,-0.001049,0.149950,-53.214447,-0.994725,-32.329422,0.778137,18.467302,0.055636,0.067838,-0.001049,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,-0.132330,-3.717935,-0.143894,-1.332081,-0.733525,1.892810,0.353289,1.893299,-0.068102,-1.762800,-0.061525,-3.071802,-0.386528,3.752500,0.918643,0.039975,0.040000,0.012761,-0.000004,0.041259,0.000119,0.198849,-0.000002,-0.033874,-0.000186,0.000010,0.331685,-0.000003,0.036532,0.000042,-0.000310,0.000024,0.316238,-0.000473,-0.000041,0.117562,-53.213402,-0.991249,-32.339588,0.780597,12.000000,0.055575,0.068287,-0.001027,0.117562,-53.213402,-0.991249,-32.339588,0.780597,18.472395,0.055575,0.068287,-0.001027,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,-0.132516,-3.717883,-0.143458,-1.332274,-0.733909,1.892902,0.352856,1.893603,-0.068006,-1.762800,-0.061366,-3.071802,-0.386685,3.752500,0.918339,0.039975,0.040000,0.018119,-0.000004,0.041621,0.000119,0.197484,-0.000002,-0.032071,-0.000188,0.000010,0.254276,-0.000000,0.024787,0.000042,0.030467,-0.000002,0.275974,-0.000427,-0.000026,0.082492,-53.211304,-0.988080,-32.347313,0.783268,12.000000,0.055400,0.068710,-0.001030,0.082492,-53.211304,-0.988080,-32.347313,0.783268,18.476093,0.055400,0.068710,-0.001030,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,-0.132649,-3.717809,-0.143040,-1.332406,-0.734286,1.892958,0.352609,1.893813,-0.067818,-1.762800,-0.061202,-3.071802,-0.386863,3.752500,0.918094,0.039975,0.040000,0.021943,-0.000004,0.041736,0.000119,0.196668,-0.000002,-0.029594,-0.000188,0.000011,0.177127,-0.000002,0.011673,0.000051,0.056034,0.000012,0.220899,-0.000357,-0.000005,0.047095,-53.208355,-0.985333,-32.352558,0.785986,12.000000,0.055180,0.069137,-0.001055,0.047095,-53.208355,-0.985333,-32.352558,0.785986,18.478308,0.055180,0.069137,-0.001055,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,-0.132738,-3.717722,-0.142652,-1.332477,-0.734639,1.892977,0.352539,1.893929,-0.067568,-1.762800,-0.061036,-3.071802,-0.387051,3.752500,0.917918,0.039974,0.040000,0.024304,-0.000004,0.041606,0.000119,0.196373,-0.000002,-0.026726,-0.000188,0.000011,0.104460,-0.000006,-0.001622,0.000048,0.075516,0.000016,0.157315,-0.000284,0.000013,0.013360,-53.204884,-0.983066,-32.355400,0.788577,12.000000,0.054936,0.069525,-0.001094,0.013360,-53.204884,-0.983066,-32.355400,0.788577,18.479090,0.054936,0.069525,-0.001094,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127,-0.132792,-3.717628,-0.142303,-1.332493,-0.734956,1.892965,0.352627,1.893958,-0.067284,-1.762800,-0.060874,-3.071802,-0.387239,3.752500,0.917815,0.039974,0.040000,0.025340,-0.000004,0.041245,0.000119,0.196533,-0.000002,-0.023730,-0.000187,0.000012,0.039487,0.000004,-0.014056,0.000039,0.088930,-0.000012,0.090792,-0.000215,0.000024,-0.017185,-53.201088,-0.981303,-32.356071,0.790927,12.000000,0.054679,0.069855,-0.001147,-0.017185,-53.201088,-0.981303,-32.356071,0.790927,18.478594,0.054679,0.069855,-0.001147,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128,-0.132821,-3.717531,-0.142000,-1.332464,-0.735228,1.892924,0.352847,1.893909,-0.066991,-1.762800,-0.060720,-3.071802,-0.387418,3.752500,0.917783,0.039974,0.040000,0.025236,-0.000004,0.040687,0.000119,0.197073,-0.000002,-0.020818,-0.000186,0.000012,-0.015591,-0.000008,-0.024971,0.000026,0.095960,-0.000006,0.026677,-0.000145,0.000037,-0.043437,-53.197254,-0.980041,-32.354889,0.792922,12.000000,0.054450,0.070126,-0.001198,-0.043437,-53.197254,-0.980041,-32.354889,0.792922,18.476973,0.054450,0.070126,-0.001198,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129,-0.132832,-3.717438,-0.141746,-1.332396,-0.735450,1.892862,0.353169,1.893796,-0.066709,-1.762800,-0.060578,-3.071802,-0.387581,3.752500,0.917814,0.039974,0.040000,0.024212,-0.000004,0.039972,0.000119,0.197905,-0.000002,-0.018169,-0.000184,0.000013,-0.059422,0.000001,-0.033806,0.000017,0.097458,-0.000014,-0.032302,-0.000081,0.000044,-0.064709,-53.193516,-0.979248,-32.352200,0.794521,12.000000,0.054214,0.070327,-0.001258,-0.064709,-53.193516,-0.979248,-32.352200,0.794521,18.474472,0.054214,0.070327,-0.001258,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130,-0.132832,-3.717353,-0.141543,-1.332301,-0.735620,1.892784,0.353565,1.893633,-0.066455,-1.762800,-0.060451,-3.071802,-0.387723,3.752500,0.917901,0.039974,0.040000,0.022496,-0.000004,0.039145,0.000119,0.198940,-0.000002,-0.015902,-0.000183,0.000014,-0.091556,-0.000006,-0.040289,0.000008,0.094002,0.000025,-0.082279,-0.000023,0.000044,-0.080710,-53.190102,-0.978875,-32.348385,0.795694,12.000000,0.054029,0.070463,-0.001312,-0.080710,-53.190102,-0.978875,-32.348385,0.795694,18.471346,0.054029,0.070463,-0.001312,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131,-0.132828,-3.717277,-0.141389,-1.332187,-0.735739,1.892696,0.354001,1.893437,-0.066240,-1.762800,-0.060340,-3.071802,-0.387842,3.752500,0.918031,0.039974,0.040000,0.020319,-0.000004,0.038252,0.000119,0.200089,-0.000002,-0.014105,-0.000181,0.000014,-0.112305,0.000000,-0.044292,0.000011,0.086686,-0.000013,-0.121878,0.000028,0.000048,-0.091518,-53.187069,-0.978852,-32.343845,0.796452,12.000000,0.053881,0.070542,-0.001362,-0.091518,-53.187069,-0.978852,-32.343845,0.796452,18.467834,0.053881,0.070542,-0.001362,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132,-0.132823,-3.717213,-0.141279,-1.332065,-0.735813,1.892604,0.354452,1.893222,-0.066071,-1.762800,-0.060246,-3.071802,-0.387935,3.752500,0.918193,0.039974,0.040000,0.017893,-0.000004,0.037341,0.000120,0.201275,-0.000002,-0.012805,-0.000179,0.000015,-0.122482,0.000005,-0.045883,0.000003,0.076333,0.000004,-0.150072,0.000073,0.000050,-0.097442,-53.184513,-0.979090,-32.338924,0.796808,12.000000,0.053785,0.070571,-0.001404,-0.097442,-53.184513,-0.979090,-32.338924,0.796808,18.464155,0.053785,0.070571,-0.001404,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133,-0.132821,-3.717162,-0.141209,-1.331941,-0.735846,1.892513,0.354891,1.893002,-0.065951,-1.762800,-0.060169,-3.071802,-0.388003,3.752500,0.918374,0.039974,0.040000,0.015409,-0.000004,0.036449,0.000120,0.202427,-0.000002,-0.012017,-0.000178,0.000015,-0.123435,0.000002,-0.045303,-0.000003,0.064304,-0.000019,-0.167796,0.000102,0.000046,-0.099052,-53.182472,-0.979538,-32.333965,0.796834,12.000000,0.053697,0.070554,-0.001440,-0.099052,-53.182472,-0.979538,-32.333965,0.796834,18.460510,0.053697,0.070554,-0.001440,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
134,-0.132824,-3.717125,-0.141174,-1.331823,-0.735844,1.892427,0.355300,1.892790,-0.065880,-1.762800,-0.060109,-3.071802,-0.388047,3.752500,0.918564,0.039974,0.040000,0.013027,-0.000004,0.035612,0.000120,0.203491,-0.000002,-0.011703,-0.000176,0.000015,-0.116703,-0.000003,-0.042886,-0.000015,0.051092,0.000024,-0.174684,0.000126,0.000038,-0.097004,-53.180984,-0.980121,-32.329258,0.796560,12.000000,0.053658,0.070500,-0.001471,-0.097004,-53.180984,-0.980121,-32.329258,0.796560,18.457079,0.053658,0.070500,-0.001471,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
135,-0.132835,-3.717100,-0.141166,-1.331716,-0.735815,1.892350,0.355663,1.892594,-0.065854,-1.762800,-0.060065,-3.071802,-0.388070,3.752500,0.918750,0.039974,0.040000,0.010872,-0.000004,0.034857,0.000120,0.204431,-0.000002,-0.011808,-0.000175,0.000015,-0.104154,-0.000008,-0.039030,-0.000002,0.037767,0.000011,-0.171662,0.000121,0.000031,-0.092127,-53.179993,-0.980782,-32.325005,0.796068,12.000000,0.053678,0.070397,-0.001491,-0.092127,-53.179993,-0.980782,-32.325005,0.796068,18.454008,0.053678,0.070397,-0.001491,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
