Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,agent_joint_pos_J8,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
237,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,0.000007,0.000001,-0.000003,-0.000001,0.000003,0.000003,-0.000009,0.000000,0.000000,-0.045203,-53.183273,-0.982019,-32.321129,0.791725,12.000000,0.054200,0.069773,-0.001435,-0.045203,-53.183273,-0.982019,-32.321129,0.791725,18.449373,0.054200,0.069773,-0.001435,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
238,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,0.000007,0.000004,0.000011,0.000002,0.000055,0.000002,-0.000001,0.000000,-0.000000,-0.045205,-53.183273,-0.982018,-32.321129,0.791728,12.000000,0.054200,0.069773,-0.001434,-0.045205,-53.183273,-0.982018,-32.321129,0.791728,18.449373,0.054200,0.069773,-0.001434,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
239,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000119,0.205089,-0.000002,-0.019545,-0.000177,0.000014,-0.000009,-0.000009,-0.000004,-0.000003,-0.000001,-0.000013,-0.000004,-0.000000,0.000000,-0.045211,-53.183273,-0.982017,-32.321129,0.791724,12.000000,0.054200,0.069773,-0.001434,-0.045211,-53.183273,-0.982017,-32.321129,0.791724,18.449352,0.054200,0.069773,-0.001434,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
240,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,0.000001,0.000013,0.000004,0.000002,0.000010,0.000003,-0.000008,-0.000000,0.000000,-0.045207,-53.183273,-0.982016,-32.321129,0.791725,12.000000,0.054200,0.069773,-0.001434,-0.045207,-53.183273,-0.982016,-32.321129,0.791725,18.449352,0.054200,0.069773,-0.001434,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,0.000000,0.000002,-0.000004,-0.000003,-0.000033,0.000011,-0.000012,-0.000002,-0.000001,-0.045206,-53.183273,-0.982017,-32.321129,0.791723,12.000000,0.054200,0.069772,-0.001434,-0.045206,-53.183273,-0.982017,-32.321129,0.791723,18.449354,0.054200,0.069772,-0.001434,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
242,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205089,-0.000002,-0.019545,-0.000177,0.000014,0.000001,0.000004,0.000002,0.000001,-0.000018,0.000005,-0.000004,0.000000,-0.000001,-0.045207,-53.183273,-0.982016,-32.321129,0.791722,12.000000,0.054200,0.069773,-0.001435,-0.045207,-53.183273,-0.982016,-32.321129,0.791722,18.449373,0.054200,0.069773,-0.001435,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
243,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205091,-0.000002,-0.019545,-0.000177,0.000014,-0.000004,0.000001,-0.000007,0.000001,-0.000013,-0.000019,0.000014,0.000000,-0.000000,-0.045208,-53.183273,-0.982018,-32.321129,0.791724,12.000000,0.054200,0.069773,-0.001434,-0.045208,-53.183273,-0.982018,-32.321129,0.791724,18.449352,0.054200,0.069773,-0.001434,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
244,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,-0.000002,0.000007,-0.000012,-0.000003,-0.000036,0.000007,0.000094,0.000001,-0.000000,-0.045206,-53.183273,-0.982019,-32.321129,0.791722,12.000000,0.054204,0.069774,-0.001435,-0.045206,-53.183273,-0.982019,-32.321129,0.791722,18.449354,0.054204,0.069774,-0.001435,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
245,-0.133264,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,0.000009,0.000007,0.000003,-0.000003,0.000004,-0.000004,-0.000111,0.000000,-0.000000,-0.045204,-53.183273,-0.982017,-32.321129,0.791723,12.000000,0.054196,0.069773,-0.001435,-0.045204,-53.183273,-0.982017,-32.321129,0.791723,18.449373,0.054196,0.069773,-0.001435,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
246,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,0.000004,-0.000004,0.000019,0.000001,0.000052,-0.000012,-0.000002,0.000000,0.000001,-0.045208,-53.183273,-0.982014,-32.321129,0.791727,12.000000,0.054200,0.069773,-0.001434,-0.045208,-53.183273,-0.982014,-32.321129,0.791727,18.449352,0.054200,0.069773,-0.001434,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
247,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000120,0.205090,-0.000002,-0.019545,-0.000177,0.000014,-0.000019,0.000002,-0.000013,0.000002,-0.000055,0.000009,0.000101,0.000000,-0.000000,-0.045214,-53.183273,-0.982016,-32.321129,0.791723,12.000000,0.054204,0.069772,-0.001434,-0.045214,-53.183273,-0.982016,-32.321129,0.791723,18.449354,0.054204,0.069772,-0.001434,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
248,-0.133264,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,-0.066598,-1.762800,-0.059975,-3.071802,-0.387913,3.752500,0.919350,0.039974,0.040000,0.010609,-0.000004,0.032983,0.000119,0.205090,-0.000002,-0.019545,-0.000177,0.000014,0.000001,-0.000006,0.000000,-0.000005,0.000010,0.000011,-0.000096,0.000001,-0.000001,-0.045207,-53.183273,-0.982017,-32.321129,0.791725,12.000000,0.054196,0.069773,-0.001435,-0.045207,-53.183273,-0.982017,-32.321129,0.791725,18.449373,0.054196,0.069773,-0.001435,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
249,-0.133265,-3.717182,-0.141203,-1.331620,-0.735525,1.892234,0.356100,1.892262,0.000000,-0.569000,0.000000,-2.810000,0.000000,3.037000,0.741000,0.040000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.330584,-87.000000,-5.648105,-53.264790,-12.000000,12.000000,12.000000,0.000000,0.000000,-5.330584,-148.687286,-5.648105,-53.264790,-29.420988,75.689377,14.244003,0.000000,0.000000,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
